name,job_title,academic_level,university,field_of_research,source_id,orcid,profile_url
Tasneem Mohammed,Lecturer (Education Focussed),B,University of Melbourne,Accounting,,0000-0003-3591-1368,https://fbe.unimelb.edu.au/our-people/staff/accounting/tasneem-mohammed
Vic Naiker,Deputy Head of Department,E,University of Melbourne,Accounting,132071,0000-0002-7069-8497,https://findanexpert.unimelb.edu.au/profile/798347
Sujay Nair,Senior Lecturer,C,University of Melbourne,Accounting,1904,0000-0002-1506-6921,https://findanexpert.unimelb.edu.au/profile/429349
Matthew Pinnuck,Professor,E,University of Melbourne,Accounting,94,0000-0002-7743-5796,https://findanexpert.unimelb.edu.au/profile/1798
Brad Potter,Head of Department,E,University of Melbourne,Accounting,,0000-0001-6593-7871,https://findanexpert.unimelb.edu.au/profile/20553
Bo Qin,Associate Professor,D,University of Melbourne,Accounting,115157,0000-0001-5817-1169,https://findanexpert.unimelb.edu.au/profile/743093
Michelle Sabe,Lecturer,B,University of Melbourne,Accounting,,0009-0000-2679-0205,https://fbe.unimelb.edu.au/our-people/staff/accounting/michelle-sabe
Stefan Schantl,Associate Professor,D,University of Melbourne,Accounting,117320,0000-0002-3777-6756,https://findanexpert.unimelb.edu.au/profile/761836
Maggie Singorahardjo,,,University of Melbourne,Accounting,132066,0000-0003-4778-3746,https://fbe.unimelb.edu.au/our-people/staff/accounting/maggie-singorahardjo
Naomi Soderstrom,Professor,E,University of Melbourne,Accounting,5569,0000-0001-7602-9182,https://findanexpert.unimelb.edu.au/profile/183513
Nasser Spear,GL Wood Chair of Accounting,E,University of Melbourne,Accounting,15033,0000-0002-6073-3092,https://findanexpert.unimelb.edu.au/profile/1559
Maiying Sui,Lecturer,B,University of Melbourne,Accounting,,0000-0002-1566-522X,https://fbe.unimelb.edu.au/our-people/staff/accounting/maiying-sui
Michael Taouk,Lecturer,B,University of Melbourne,Accounting,,0000-0003-1529-813X,https://fbe.unimelb.edu.au/our-people/staff/accounting/michael-taouk
Eu-Jin Teo,Senior Lecturer,C,University of Melbourne,Accounting,942,0000-0002-7196-5462,https://findanexpert.unimelb.edu.au/profile/52200
Di (Demi) Wang,Lecturer,B,University of Melbourne,Accounting,137207,0000-0002-9656-5705,https://fbe.unimelb.edu.au/our-people/staff/accounting/demi-wang
Martin Weisner,Senior Lecturer,C,University of Melbourne,Accounting,127594,0000-0003-1702-6277,https://findanexpert.unimelb.edu.au/profile/796580
Sarah Yang Spencer,,,University of Melbourne,Accounting,,0000-0001-5350-6476,https://findanexpert.unimelb.edu.au/profile/826429
Qingbo Yuan,Senior Lecturer,C,University of Melbourne,Accounting,1556,0000-0003-4660-4283,https://findanexpert.unimelb.edu.au/profile/233936
Gil Aharoni,Senior Lecturer,C,University of Melbourne,Finance,1207,0000-0001-5792-7171,https://findanexpert.unimelb.edu.au/profile/144989
Attila Balogh,Senior Lecturer,C,University of Melbourne,Finance,172695,0000-0002-7026-1965,https://findanexpert.unimelb.edu.au/profile/954317
Elizabeth Bowman,Business Manager,,University of Melbourne,Finance,,,https://fbe.unimelb.edu.au/our-people/staff/finance/elizabeth-bowman
James Brugler,Practitioner-in-Residence Program Coordinator,D,University of Melbourne,Finance,117315,0000-0002-3905-6007,https://findanexpert.unimelb.edu.au/profile/761748
Shuang Chen,Senior Lecturer,C,University of Melbourne,Finance,,0000-0002-5894-6072,https://fbe.unimelb.edu.au/our-people/staff/finance/shuang-chen
Carole Comerton-Forde,Research and Executive Education,E,University of Melbourne,Finance,25276,0000-0002-1618-0371,https://findanexpert.unimelb.edu.au/profile/532357
Jonathan Dark,Honours Coordinator Associate Professor,D,University of Melbourne,Finance,12012,0000-0002-7688-0193,https://findanexpert.unimelb.edu.au/profile/181374
Assaf Dekel,Tutor - Education Focussed,,University of Melbourne,Finance,,,https://fbe.unimelb.edu.au/our-people/staff/finance/assaf-dekel
Juan Pablo Franco,Postdoctoral Fellow,,University of Melbourne,Finance,,,https://findanexpert.unimelb.edu.au/profile/803361
Jon Gauntlett,Tutor - Education Focussed,,University of Melbourne,Finance,,,https://fbe.unimelb.edu.au/our-people/staff/finance/jon-gauntlett
Marina Gertsberg,Senior Lecturer,C,University of Melbourne,Finance,169936,0000-0003-4682-3654,https://findanexpert.unimelb.edu.au/profile/955361
André Gygax,Program Director Senior Lecturer,C,University of Melbourne,Finance,223,0000-0001-7265-9400,https://findanexpert.unimelb.edu.au/profile/4210
John Handley,Professor of Finance,E,University of Melbourne,Finance,14958,0000-0003-0734-5119,https://findanexpert.unimelb.edu.au/profile/116
Allan Horsfall,Tutor - Education Focussed,,University of Melbourne,Finance,,,https://fbe.unimelb.edu.au/our-people/staff/finance/allan-horsfall
Joachim Inkmann,"Deputy Honours Coordinator (Finance), Working Paper Series Coordinator",D,University of Melbourne,Finance,10095,0000-0002-5526-7648,https://findanexpert.unimelb.edu.au/profile/250474
Eduard Inozemtsev,Senior Lecturer,C,University of Melbourne,Finance,184695,0009-0005-3542-0392,https://findanexpert.unimelb.edu.au/profile/1050858
Hae Won (Henny) Jung,Associate Professor of Finance & Deputy Program Director (Master of Finance),D,University of Melbourne,Finance,8445,0000-0002-7268-7505,https://findanexpert.unimelb.edu.au/profile/510793
Patrick J. Kelly,Associate Professor of Finance & Joint PhD Program Director (Finance),D,University of Melbourne,Finance,,0000-0002-8540-7488,https://findanexpert.unimelb.edu.au/profile/437404
Minsoo Kim,Senior Lecturer,C,University of Melbourne,Finance,,0000-0001-6263-6360,https://fbe.unimelb.edu.au/our-people/staff/finance/minsoo-kim
Paul Kofman,Emeritus Professor,E,University of Melbourne,Finance,6753,0000-0003-0479-5026,https://findanexpert.unimelb.edu.au/profile/7994
Asjeet Lamba,Head of Department,D,University of Melbourne,Finance,2727,0000-0002-7541-967X,https://findanexpert.unimelb.edu.au/profile/14988
Gabriele Lattanzio,Senior Lecturer,C,University of Melbourne,Finance,182846,0000-0003-1592-433X,https://fbe.unimelb.edu.au/our-people/staff/finance/gabriele-lattanzio
Natalie (Nhung) Le,Tutor - Education Focussed,,University of Melbourne,Finance,,,https://fbe.unimelb.edu.au/our-people/staff/finance/natalie-le
Tania Lee,Lecturer - Education Focussed,B,University of Melbourne,Finance,,0009-0008-8892-4625,https://fbe.unimelb.edu.au/our-people/staff/finance/tania-lee
Bob Li,Teaching Specialist,,University of Melbourne,Finance,,,https://fbe.unimelb.edu.au/our-people/staff/finance/bob-li
Bryan Lim,Associate Professor of Finance,D,University of Melbourne,Finance,7805,0000-0003-3756-3651,https://findanexpert.unimelb.edu.au/profile/193012
Andrea Lu,Associate Dean (International),D,University of Melbourne,Finance,54873,0000-0002-8635-2167,https://findanexpert.unimelb.edu.au/profile/664549
Lucie Lu,Senior Lecturer,C,University of Melbourne,Finance,,0009-0001-4310-0082,https://fbe.unimelb.edu.au/our-people/staff/finance/lucie-lu
Maurice McCourt,Senior Lecturer - Education Focussed & Deputy Program Director (Master of Management (Finance)),C,University of Melbourne,Finance,141610,0000-0002-1808-8675,https://findanexpert.unimelb.edu.au/profile/833272
Mrinal Mishra,Senior Lecturer,C,University of Melbourne,Finance,,0009-0007-6232-9038,https://fbe.unimelb.edu.au/our-people/staff/finance/mrinal-mishra
Carsten Murawski,Professor,E,University of Melbourne,Finance,5544,0000-0002-1237-9535,https://findanexpert.unimelb.edu.au/profile/179115
Federico Nardari,Joint Deputy Head of Department (Research and Engagement),E,University of Melbourne,Finance,25842,0000-0002-8654-9285,https://findanexpert.unimelb.edu.au/profile/551184
Gaby Nardari,Lecturer - Education Focussed,B,University of Melbourne,Finance,,,https://fbe.unimelb.edu.au/our-people/staff/finance/gaby-berhe-nardari
Anthony Ng,Senior Lecturer - Education Focussed,C,University of Melbourne,Finance,,0000-0002-5098-5616,https://fbe.unimelb.edu.au/our-people/staff/finance/anthony-ng
Linh Nguyen,Lecturer - Education Focussed & Program Director (Master of Applied Finance),B,University of Melbourne,Finance,,,https://findanexpert.unimelb.edu.au/profile/999882
Hoonsuk Park,Senior Lecturer,C,University of Melbourne,Finance,158952,0000-0003-1271-4804,https://fbe.unimelb.edu.au/our-people/staff/finance/hoonsuk-park
Hung (Harry) Viet Pham,Tutor - Education Focussed,,University of Melbourne,Finance,182729,0000-0001-8163-4010,https://fbe.unimelb.edu.au/our-people/staff/finance/hung-harry-viet-pham
Sean Pinder,"Joint Deputy Head of Department (Teaching and Learning), Finance Major Coordinator",D,University of Melbourne,Finance,321,0000-0003-3083-6047,https://findanexpert.unimelb.edu.au/profile/6726
Chander Shekhar,Senior Lecturer Program Director (Master of Management (Finance)),C,University of Melbourne,Finance,105,0000-0003-4689-5172,https://findanexpert.unimelb.edu.au/profile/1994
Zhen Shi,Senior Lecturer Program Director (Graduate Certificate in Business and Master of Business),C,University of Melbourne,Finance,,,https://findanexpert.unimelb.edu.au/profile/250294
Bryan Tan,Tutor - Education Focussed,,University of Melbourne,Finance,154830,,https://fbe.unimelb.edu.au/our-people/staff/finance/bryan-tan
Ekaterina Volkova,Assistant Dean (Graduate Research),D,University of Melbourne,Finance,133551,0000-0002-6589-0433,https://findanexpert.unimelb.edu.au/profile/810575
Xiaoting Wei,Lecturer - Education Focussed,B,University of Melbourne,Finance,,0000-0001-6490-9967,https://fbe.unimelb.edu.au/our-people/staff/finance/xiaoting-wei
Nitin Yadav,"Senior Lecturer PhD Coordinator (Centre for Brain, Mind and Markets)",C,University of Melbourne,Finance,127160,0000-0003-0132-1028,https://findanexpert.unimelb.edu.au/profile/788118
Jun Yu,Senior Lecturer,C,University of Melbourne,Finance,,0000-0003-2360-5873,https://fbe.unimelb.edu.au/our-people/staff/cabe/jun-yu
Qi Zeng,Joint PhD Program Director (Finance),D,University of Melbourne,Finance,11502,0000-0003-1228-0794,https://findanexpert.unimelb.edu.au/profile/25878
Zhuo Zhong,Associate Professor of Finance,D,University of Melbourne,Finance,54898,0000-0001-6251-2552,https://findanexpert.unimelb.edu.au/profile/667468
Yun (Tracy) Zhou,Tutor - Education Focussed,,University of Melbourne,Finance,195949,0000-0003-0115-3124,https://fbe.unimelb.edu.au/our-people/staff/finance/yun-tracy-zhou
Silvia Zia,Lecturer - Education Focussed,B,University of Melbourne,Finance,178941,0009-0001-9381-1421,https://fbe.unimelb.edu.au/our-people/staff/finance/silvia-zia
