issn,issn_online,title,for_code,quality_rank,abdc_edition
20932685,23254483,Journal of Global Fashion Marketing,3506,B,2025
10627375,15337995,Journal of Global Information Management,4609,A,2025
1097198X,23336846,Journal of Global Information Technology Management,4609,B,2025
08911762,15286975,Journal of Global Marketing,3506,B,2025
20498799,20498802,Journal of Global Mobility,3505,B,2025
23985364,23985372,Journal of Global Operations and Strategic Sourcing,3507,C,2025
20412568,20412576,Journal of Global Responsibility,3507,C,2025
21639159,21639167,Journal of Global Scholars of Marketing Science,3506,B,2025
24704067,24704075,Journal of Global Sport Management,3504,C,2025
19481837,,Journal of Globalization and Development,3899,B,2025
,21553815,Journal of Governmental & Nonprofit Accounting,3501,B,2025
01676296,18791646,Journal of Health Economics,3801,A*,2025
03616878,15271927,"Journal of Health Politics, Policy and Law",3599,A,2025
13558196,17581060,Journal of Health Services Research and Policy,3599,B,2025
14777266,17587247,"Journal of Health, Organization and Management",3507,B,2025
18379362,22051104,"Journal of Health, Safety and Environment",3505,B,2025
10969012,19447396,Journal of Healthcare Management,3507,C,2025
1743873X,17476331,Journal of Heritage Tourism,3508,B,2025
1360080X,14699508,Journal of Higher Education Policy and Management,3505,B,2025
1755750X,17557518,Journal of Historical Research in Marketing,3506,B,2025
21649987,21649987,Journal of Hospitality & Tourism Cases,3508,C,2025
10963758,23256540,Journal of Hospitality and Tourism Education,3508,B,2025
25149792,,Journal of Hospitality and Tourism Insights,3508,B,2025
14476770,18395260,Journal of Hospitality and Tourism Management,3508,A*,2025
10963480,15577554,Journal of Hospitality and Tourism Research,3508,A,2025
17579880,17579899,Journal of Hospitality and Tourism Technology,4609,B,2025
19368623,19368631,Journal of Hospitality Marketing and Management,3506,A,2025
,14738376,"Journal of Hospitality, Leisure, Sport & Tourism Education",3508,B,2025
10511377,10960791,Journal of Housing Economics,3801,A,2025
10527001,,Journal of Housing Research,3504,B,2025
19328575,19328664,Journal of Human Capital,3801,A,2025
19452829,19452837,Journal of Human Development and Capabilities,3505,B,2025
0022166X,15488004,Journal of Human Resources,3801,A*,2025
15332845,15332853,Journal of Human Resources in Hospitality and Tourism,3508,B,2025
20426747,20426755,Journal of Humanitarian Logistics and Supply Chain Management,3509,B,2025
09266437,18746322,Journal of Income Distribution,3801,B,2025
21547238,2374135X,Journal of Index Investing,3502,C,2025
17554195,17554209,Journal of Indian Business Research,3507,C,2025
20858272,23385847,Journal of Indonesian Economy and Business,3899,C,2025
03912078,19724977,Journal of Industrial and Business Economics,3801,B,2025
15475816,1553166X,Journal of Industrial and Management Optimization,3503,B,2025
2452414X,,Journal of Industrial Information Integration,4609,C,2025
00221856,14729269,Journal of Industrial Relations,3505,A,2025
15661679,15737012,"Journal of Industry, Competition and Trade",3801,C,2025
02196492,17936926,Journal of Information and Knowledge Management,4609,C,2025
1477996X,17588871,Journal of Information Communication and Ethics in Society,4609,B,2025
08887985,15587959,Journal of Information Systems,3501,A,2025
,18071775,Journal of Information Systems and Technology Management,4609,C,2025
10553096,25743872,Journal of Information Systems Education,4609,B,2025
02683962,14664437,Journal of Information Technology,4609,A*,2025
15228053,23336897,Journal of Information Technology Case and Application Research,4609,C,2025
15479714,15393585,Journal of Information Technology Education: Research,4609,C,2025
2444569X,,Journal of Innovation & Knowledge,3507,C,2025
20325355,,Journal of Innovation Economics,3801,C,2025
,21830606,Journal of Innovation Management,3507,C,2025
09324569,16140559,Journal of Institutional and Theoretical Economics,3803,B,2025
17441374,17441382,Journal of Institutional Economics,3801,B,2025
15316076,23324244,Journal of Insurance Issues,3502,B,2025
14691930,17587468,Journal of Intellectual Capital,3501,B,2025
17471532,17471540,Journal of Intellectual Property Law & Practice,4801,B,2025
09259902,15737675,Journal of Intelligent Information Systems,4609,B,2025
09565515,15728145,Journal of Intelligent Manufacturing,3503,B,2025
15472450,15472442,Journal of Intelligent Transportation Systems,3509,B,2025
,15252019,Journal of Interactive Advertising,3506,B,2025
10949968,15206653,Journal of Interactive Marketing,3506,A,2025
14041634,,Journal of Intercultural Communication,3507,C,2025
02601079,,Journal of Interdisciplinary Economics,3801,C,2025
15426297,15588025,Journal of International Accounting Research,3501,A,2025
10619518,18791603,"Journal of International Accounting, Auditing and Taxation",3501,B,2025
15568520,,Journal of International Agricultural Trade and Development,3801,C,2025
17426812,,Journal of International Banking Law and Regulation,3502,C,2025
15278603,,Journal of International Business and Economy,3801,C,2025
16494946,20444575,Journal of International Business Education,3507,C,2025
25220691,25220705,Journal of International Business Policy,3507,B,2025
00472506,14786990,Journal of International Business Studies,3507,A*,2025
14767546,,Journal of International Commercial Law,4801,C,2025
08961530,15287068,Journal of International Consumer Marketing,3506,B,2025
09541748,10991328,Journal of International Development,3801,B,2025
13693034,14643758,Journal of International Economic Law,4801,A,2025
09111247,,Journal of International Economic Studies,3801,C,2025
00221996,18730353,Journal of International Economics,3801,A*,2025
2046469X,18363261,Journal of International Education in Business,3507,C,2025
15556336,2378864X,Journal of International Finance and Economics,3801,C,2025
09541314,1467646X,Journal of International Financial Management and Accounting,3502,A,2025
10424431,18730612,"Journal of International Financial Markets, Institutions and Money",3502,A,2025
08974438,15286983,Journal of International Food and Agribusiness Marketing,3506,B,2025
10754253,18730620,Journal of International Management,3507,A,2025
1069031X,15477215,Journal of International Marketing,3506,A,2025
13245864,18322174,Journal of International Marketing and Exporting,3506,C,2025
10107347,,Journal of International Marketing and Marketing Research,3506,C,2025
14883473,18746365,Journal of International Migration and Integration,3599,C,2025
02615606,18730639,Journal of International Money and Finance,3502,A,2025
14086980,15811980,Journal of International Relations and Development,3599,C,2025
10496378,,Journal of International Taxation,4801,C,2025
15435962,19416679,Journal of International Technology and Information Management,4609,C,2025
15332861,1533287X,Journal of Internet Commerce,3504,B,2025
10680896,21688613,Journal of Investing,3502,B,2025
15285812,17587476,Journal of Investment Compliance,3502,C,2025
15246035,,Journal of Investment Consulting,3502,C,2025
15459144,15459152,Journal of Investment Management,3502,C,2025
17590817,17590825,Journal of Islamic Accounting and Business Research,3501,C,2025
20704658,20704666,"Journal of Islamic Economics, Banking and Finance",3502,C,2025
17590833,17590841,Journal of Islamic Marketing,3506,B,2025
13673270,17587484,Journal of Knowledge Management,4609,A,2025
,17059232,Journal of Knowledge Management Practice,4609,C,2025
1229828X,,Journal of Korea Trade,3801,C,2025
24714607,,Journal of Labor and Society,3801,C,2025
0734306X,15375307,Journal of Labor Economics,3801,A*,2025
01953613,19364768,Journal of Labor Research,3505,B,2025
14466899,,Journal of Law and Financial Management,4801,C,2025
0263323X,14676478,Journal of Law and Society,4801,B,2025
15534367,,"Journal of Law, Economics & Policy",4801,B,2025
87566222,14657341,"Journal of Law, Economics and Organization",3801,A,2025
07291485,,"Journal of Law, Information and Science",4801,B,2025
15480518,19397089,Journal of Leadership and Organizational Studies,3507,A,2025
10720316,,Journal of Legal Aspects of Sport,3504,C,2025
10543023,,Journal of Legal Economics,3801,B,2025
10783873,,Journal of Legal Studies in Business,4801,C,2025
19325584,19325592,Journal of Legal Technology Risk Management,4801,C,2025
00222216,21596417,Journal of Leisure Research,3504,A,2025
01640704,1873152X,Journal of Macroeconomics,3801,A,2025
02761467,15526534,Journal of Macromarketing,3506,A,2025
01266322,,Journal of Malaysian and Comparative Law,4801,C,2025
01492063,15571211,Journal of Management,3507,A*,2025
18333672,18393527,Journal of Management & Organization,3507,A,2025
10492127,15588033,Journal of Management Accounting Research,3501,A*,2025
23270012,23270039,Journal of Management Analytics,3503,B,2025
13853457,1572963X,Journal of Management and Governance,3507,C,2025
21914761,2191477X,Journal of Management Control,3501,A,2025
02621711,17587492,Journal of Management Development,3507,C,2025
10525629,15526658,Journal of Management Education,3507,B,2025
17511348,1355252X,Journal of Management History,3505,B,2025
0742597X,19435479,Journal of Management in Engineering,3507,A,2025
07421222,1557928X,Journal of Management Information Systems,4609,A*,2025
10564926,15526542,Journal of Management Inquiry,3507,A,2025
14766086,1942258X,Journal of Management Spirituality and Religion,3507,C,2025
00222380,14676486,Journal of Management Studies,3507,A*,2025
10453695,,Journal of Managerial Issues,3507,C,2025
02683946,17587778,Journal of Managerial Psychology,3507,B,2025
02786125,18786642,Journal of Manufacturing Systems,3507,B,2025
1741038X,17587786,Journal of Manufacturing Technology Management,3507,B,2025
00222410,,Journal of Maritime Law and Commerce,4801,A,2025
00222429,15477185,Journal of Marketing,3506,A*,2025
20503318,20503326,Journal of Marketing Analytics,3506,C,2025
13527266,14664445,Journal of Marketing Communications,3506,B,2025
02734753,15526550,Journal of Marketing Education,3506,B,2025
08841241,15407144,Journal of Marketing for Higher Education,3506,B,2025
0267257X,14721376,Journal of Marketing Management,3506,A,2025
00222437,15477193,Journal of Marketing Research,3506,A*,2025
10696679,19447175,Journal of Marketing Theory and Practice,3506,B,2025
10981217,19447841,Journal of Markets & Morality,3801,B,2025
03044068,18731538,Journal of Mathematical Economics,3801,A,2025
08997764,15327736,Journal of Media Economics,3801,B,2025
13696998,1941837X,Journal of Medical Economics,3801,C,2025
17457904,17457912,Journal of Medical Marketing,3506,C,2025
17465664,17465672,Journal of Modelling in Management,3503,C,2025
15389472,,Journal of Modern Applied Statistical Methods,4905,B,2025
03043932,18731295,Journal of Monetary Economics,3801,A*,2025
13685201,17587808,Journal of Money Laundering Control,4801,C,2025
00222879,15384616,"Journal of Money, Credit and Banking",3801,A*,2025
10579214,10991360,Journal of Multi-Criteria Decision Analysis,3503,B,2025
1042444X,18731309,Journal of Multinational Financial Management,3502,B,2025
0047259X,10957243,Journal of Multivariate Analysis,4905,A,2025
14468719,14479184,Journal of New Business Ideas and Trends,3507,C,2025
10485252,10290311,Journal of Nonparametric Statistics,4905,B,2025
10495142,15406997,Journal of Nonprofit & Public Sector Marketing,3506,B,2025
09660429,13652834,Journal of Nursing Management,3507,C,2025
09631798,20448325,Journal of Occupational and Organizational Psychology,3507,A*,2025
10768998,19391307,Journal of Occupational Health Psychology,3507,A,2025
17446740,17552710,Journal of Operational Risk,3502,C,2025
02726963,18731317,Journal of Operations Management,3507,A*,2025
00223239,15732878,Journal of Optimization Theory and Applications,3507,A,2025
15462234,15465012,Journal of Organizational and End User Computing,4609,B,2025
08943796,10991379,Journal of Organizational Behavior,3507,A*,2025
16497627,20479999,Journal of Organizational Behavior Education,3507,C,2025
01608061,15408604,Journal of Organizational Behavior Management,3507,B,2025
09534814,17587816,Journal of Organizational Change Management,3507,B,2025
10919392,15327744,Journal of Organizational Computing and Electronic Commerce,4609,A,2025
20516614,20516622,Journal of Organizational Effectiveness,3505,B,2025
20466749,20466757,Journal of Organizational Ethnography,3507,C,2025
22130780,,Journal of Outdoor Recreation and Tourism,3508,B,2025
07351968,21606862,Journal of Park and Recreation Administration,3504,B,2025
14747472,14753022,Journal of Pension Economics and Finance,3801,B,2025
1949971X,,Journal of Performance Management,3502,C,2025
08873828,19435509,Journal of Performance of Constructed Facilities,3504,C,2025
08853134,15577813,Journal of Personal Selling & Sales Management,3506,A,2025
00223506,14676494,Journal of Personality,3507,A,2025
00223514,19391315,Journal of Personality and Social Psychology,3507,A*,2025
18665888,,Journal of Personnel Psychology,3505,B,2025
15385396,,"Journal of Pharmaceutical Finance, Economics and Policy",3801,C,2025
17538335,17538343,Journal of Place Management and Development,3504,C,2025
02768739,15206688,Journal of Policy Analysis and Management,3507,A,2025
01618938,18738060,Journal of Policy Modeling,3801,A,2025
19407963,19407971,"Journal of Policy Research in Tourism, Leisure and Events",3508,B,2025
00223808,1537534X,Journal of Political Economy,3801,A*,2025
28329341,2832935X,Journal of Political Economy: Macroeconomics,3801,A,2025
28329368,28329376,Journal of Political Economy: Microeconomics,3801,A,2025
15377857,15377865,Journal of Political Marketing,3506,B,2025
2158379X,21583803,Journal of Political Power,3599,C,2025
09331433,14321475,Journal of Population Economics,3801,A*,2025
14432447,18359469,Journal of Population Research,3599,A,2025
01603477,15577821,Journal of Post Keynesian Economics,3899,B,2025
10610421,20541643,Journal of Product & Brand Management,3506,A,2025
07376782,15405885,Journal of Product Innovation Management,3599,A*,2025
0895562X,15730441,Journal of Productivity Analysis,3801,A,2025
10523928,19435541,Journal of Professional Issues in Engineering Education and Practice,3505,B,2025
20518803,20518811,Journal of Professions and Organization,3505,A,2025
10496491,15407594,Journal of Promotion Management,3506,B,2025
1463578X,14702002,Journal of Property Investment & Finance,3504,B,2025
00223905,,Journal of Property Management,3504,C,2025
09599916,14664453,Journal of Property Research,3504,B,2025
10531858,14779803,Journal of Public Administration Research and Theory,3599,A,2025
14723891,14791854,Journal of Public Affairs,3506,B,2025
10963367,19451814,"Journal of Public Budgeting, Accounting and Financial Management",3501,B,2025
10973923,14679779,Journal of Public Economic Theory,3801,A,2025
00472727,18792316,Journal of Public Economics,3801,A*,2025
25156918,25156926,Journal of Public Finance and Public Choice,3899,C,2025
0143814X,14697815,Journal of Public Policy,3599,B,2025
07439156,15477207,Journal of Public Policy and Marketing,3506,A,2025
25731742,,Journal of Public Relations Education,3506,C,2025
1062726X,1532754X,Journal of Public Relations Research,3506,B,2025
1077291X,23750901,Journal of Public Transportation,3509,B,2025
14784092,18736505,Journal of Purchasing and Supply Management,3509,A,2025
1528008X,15280098,Journal of Quality Assurance in Hospitality & Tourism,3508,B,2025
13552511,17587832,Journal of Quality in Maintenance Engineering,3504,B,2025
00224065,25756230,Journal of Quality Technology,3503,A,2025
09711554,23641045,Journal of Quantitative Economics,3802,B,2025
08955638,1573045X,Journal of Real Estate Finance and Economics,3504,A,2025
09277544,15738809,Journal of Real Estate Literature,3504,C,2025
10835547,,Journal of Real Estate Portfolio Management,3504,B,2025
15214842,,Journal of Real Estate Practice and Education,3504,C,2025
08965803,,Journal of Real Estate Research,3504,B,2025
00224146,14679787,Journal of Regional Science,3801,A,2025
0922680X,15730468,Journal of Regulatory Economics,3801,A,2025
15332667,15332675,Journal of Relationship Marketing,3506,B,2025
14446359,,Journal of Research for Consumers,3506,C,2025
20407122,20407130,Journal of Research in Interactive Marketing,3506,B,2025
14715201,1471521X,Journal of Research in Marketing and Entrepreneurship,3506,B,2025
00926566,10957251,Journal of Research in Personality,3507,B,2025
00224359,18733271,Journal of Retailing,3506,A*,2025
09696989,18731384,Journal of Retailing and Consumer Services,3506,A,2025
23266899,23266902,Journal of Retirement,3502,B,2025
14766930,1477657X,Journal of Revenue & Pricing Management,3506,B,2025
14651211,17552842,Journal of Risk,3502,B,2025
00224367,15396975,Journal of Risk and Insurance,3502,A,2025
08955646,15730476,Journal of Risk and Uncertainty,3803,A*,2025
17528887,17528895,Journal of Risk Management in Financial Institutions,3502,C,2025
13669877,14664461,Journal of Risk Research,3502,C,2025
00224375,18791247,Journal of Safety Research,3509,A,2025
10946136,10991425,Journal of Scheduling,3509,B,2025
20534620,20534639,Journal of Science and Technology Policy Management,3507,C,2025
23297751,,Journal of Selling,3506,C,2025
17575818,17575826,Journal of Service Management,3507,A,2025
10946705,15527379,Journal of Service Research,3506,A*,2025
20556225,20556233,Journal of Service Theory and Practice,3506,A,2025
08876045,20541651,Journal of Services Marketing,3506,A,2025
09724702,,Journal of Services Research,3506,C,2025
17477778,17477786,Journal of Simulation,3599,B,2025
14626004,17587840,Journal of Small Business and Enterprise Development,3507,C,2025
08276331,21692610,Journal of Small Business and Entrepreneurship,3507,B,2025
00472778,1540627X,Journal of Small Business Management,3507,A,2025
10818510,23801751,Journal of Small Business Strategy,3507,C,2025
09725792,21996873,Journal of Social and Economic Development,3801,C,2025
19420676,19420684,Journal of Social Entrepreneurship,3507,B,2025
00224537,15404560,Journal of Social Issues,3507,A,2025
20426763,20426771,Journal of Social Marketing,3506,B,2025
00472794,14697823,Journal of Social Policy,3507,A,2025
00224545,19401183,Journal of Social Psychology,3507,B,2025
0278839X,,"Journal of Social, Political and Economic Studies",3801,C,2025
14407833,17412978,Journal of Sociology,3507,B,2025
09731741,09731733,Journal of South Asian Development,3801,C,2025
23395095,23395206,Journal of Southeast Asian Economies,3801,C,2025
00224634,14740680,Journal of Southeast Asian Studies,3599,C,2025
01937235,15527638,Journal of Sport and Social Issues,3504,B,2025
14775085,10295399,Journal of Sport and Tourism,3508,B,2025
01627341,26413477,Journal of Sport Behavior,3504,B,2025
,23300574,Journal of Sport for Development,3504,B,2025
00941700,,Journal of Sport History,3504,C,2025
08884773,1543270X,Journal of Sport Management,3504,A,2025
15270025,15527794,Journal of Sports Economics,3899,B,2025
07446713,,Journal of State Taxation,4801,C,2025
00949655,15635163,Journal of Statistical Computation and Simulation,4905,C,2025
03783758,18731171,Journal of Statistical Planning and Inference,4905,A,2025
0256422X,,Journal of Statistical Research,4905,C,2025
15487660,,Journal of Statistical Software,4905,A,2025
15387887,22141766,Journal of Statistical Theory and Applications,4905,C,2025
10691898,,Journal of Statistics and Data Science Education,4905,B,2025
09720510,21690014,Journal of Statistics and Management Systems,4905,C,2025
09638687,18731198,Journal of Strategic Information Systems,4609,A*,2025
0965254X,14664488,Journal of Strategic Marketing,3506,A,2025
,30507901,Journal of Strategy & Innovation,3503,C,2025
1755425X,1755425X,Journal of Strategy and Management,3507,B,2025
15232409,1745493X,Journal of Supply Chain Management,3509,A*,2025
20430795,20430809,Journal of Sustainable Finance & Investment,3502,B,2025
19498276,19498284,Journal of Sustainable Real Estate,3504,C,2025
09669582,17477646,Journal of Sustainable Tourism,3508,A*,2025
13287265,17588847,Journal of Systems and Information Technology,4609,B,2025
2059190X,,Journal of Tax Administration,4801,B,2025
00224863,,Journal of Taxation,4801,B,2025
07479115,1933933X,Journal of Taxation of Investments,4801,C,2025
08975930,15286991,Journal of Teaching in International Business,3507,C,2025
15313220,15313239,Journal of Teaching in Travel & Tourism,3508,B,2025
,07182724,Journal of Technology Management & Innovation,3507,C,2025
17468779,17468787,Journal of Technology Management in China,3507,C,2025
08929912,15737047,Journal of Technology Transfer,3507,A,2025
00920703,15527824,Journal of the Academy of Marketing Science,3506,A*,2025
01621459,1537274X,Journal of the American Statistical Association,4905,A*,2025
01989073,15588017,Journal of the American Taxation Association,4801,A,2025
13547860,14699648,Journal of the Asia Pacific Economy,3801,B,2025
23781815,23781823,Journal of the Association for Consumer Research,3506,B,2025
15369323,15583457,Journal of the Association for Information Systems,4609,A*,2025
23335955,23335963,Journal of the Association of Environmental and Resource Economists,3801,A*,2025
18365612,,Journal of the Australasian Law Academics Association,4801,B,2025
1832911X,,Journal of the Australasian Tax Teachers Association,4801,B,2025
00224995,15685209,Journal of the Economic and Social History of the Orient,3801,B,2025
2212828X,,Journal of the Economics of Ageing,3801,B,2025
15424766,15424774,Journal of the European Economic Association,3801,A*,2025
10538372,14699656,Journal of the History of Economic Thought,3803,B,2025
26437015,26437023,Journal of the International Council for Small Business,3507,C,2025
03895602,13486365,Journal of the Japan Statistical Society,4905,C,2025
08891583,10958681,Journal of the Japanese and International Economies,3801,A,2025
18687865,18687873,Journal of the Knowledge Economy,3899,C,2025
22212264,,Journal of the New Economic Association,3899,C,2025
01605682,14769360,Journal of the Operational Research Society,3507,A,2025
04534514,21888299,Journal of the Operations Research Society of Japan,3507,B,2025
,1467985X,"Journal of the Royal Statistical Society, Series A (Statistics in Society)",4905,A,2025
,14679868,"Journal of the Royal Statistical Society, Series B (Statistical Methodology)",4905,A*,2025
,14679876,"Journal of the Royal Statistical Society, Series C (Applied Statistics)",4905,A,2025
,14679884,"Journal of the Royal Statistical Society, Series D (The Statistician)",4905,A,2025
00814776,,Journal of the Statistical and Social Inquiry Society of Ireland,4905,C,2025
09563067,,Journal of the UK Association of Christian Economists,3801,C,2025
08949840,15729230,Journal of Theoretical Probability,4905,A,2025
01439782,14679892,Journal of Time Series Analysis,3802,A,2025
19411928,,Journal of Time Series Econometrics,3802,B,2025
14766825,17477654,Journal of Tourism and Cultural Change,3508,B,2025
21821453,21821453,Journal of Tourism and Development (REVISTA TURISMO & DESENVOLVIMENTO - RT&D),3508,C,2025
18045650,,Journal of Tourism and Services,3508,C,2025
20555911,2055592X,Journal of Tourism Futures,3508,B,2025
1755182X,17551838,Journal of Tourism History,3508,C,2025
25291947,25291947,"Journal of Tourism, Heritage & Services Marketing",3508,C,2025
27955044,,"Journal of Tourism, Sustainability and Well-being",3508,C,2025
15475778,15475786,Journal of Transnational Management,3507,C,2025
22141405,,Journal of Transport and Health,3509,B,2025
19387849,,Journal of Transport and Land Use,3509,B,2025
09666923,18731236,Journal of Transport Geography,3509,A,2025
00225266,17593999,Journal of Transport History,3509,C,2025
00225258,17545951,"Journal of Transport, Economics and Policy",3509,B,2025
10785906,,"Journal of Transportation Law, Logistics and Policy",3509,C,2025
19387741,1938775X,Journal of Transportation Security,3509,B,2025
10548408,15407306,Journal of Travel & Tourism Marketing,3508,A,2025
13028545,,Journal of Travel and Tourism Research,3508,C,2025
00472875,15526763,Journal of Travel Research,3508,A*,2025
21515581,2151559X,Journal of Trust Research,3503,B,2025
14499789,,Journal of University Teaching and Learning Practice,3507,C,2025
07352166,14679906,Journal of Urban Affairs,3599,A,2025
00941190,10959068,Journal of Urban Economics,3801,A*,2025
07339488,19435444,Journal of Urban Planning and Development,3509,B,2025
13567667,14791870,Journal of Vacation Marketing,3508,A,2025
00018791,10959084,Journal of Vocational Behavior,3507,A*,2025
13636820,17475090,Journal of Vocational Education and Training,3505,B,2025
19314361,1931437X,Journal of Wine Economics,3801,C,2025
13665626,17587859,Journal of Workplace Learning,3505,C,2025
10909516,18785573,Journal of World Business,3507,A*,2025
16607112,22119000,Journal of World Investment and Trade,4801,A,2025
10116702,,Journal of World Trade,3801,B,2025
16144007,16144015,Journal Transition Studies Review,3801,C,2025
19302975,,Judgment and Decision Making,3599,A,2025
00226785,,Juridical Review: law journal of Scottish universities,4801,B,2025
18298494,24069701,Jurnal Akuntansi dan Keuangan Indonesia,3501,C,2025
20867603,20895879,Jurnal Akuntansi Multiparadigma,3501,C,2025
00229709,,Keio Economic Studies,3801,C,2025
00229725,,Keizai Kagaku,3801,C,2025
04537440,,Kerala: an economic review,3801,C,2025
09615768,17578442,King's Law Journal,4801,B,2025
02191377,02193116,Knowledge and Information Systems,4609,C,2025
10924604,10991441,Knowledge and Process Management,4609,B,2025
14778238,14778246,Knowledge Management Research and Practice,4609,A,2025
00756407,21855021,Kobe Economic and Business Review,3801,C,2025
04541111,,Kobe University Economic Review,3801,C,2025
22342346,,Korea and the World Economy,3801,C,2025
12264741,,Korea Review of International Studies,3599,C,2025
12293288,25087193,Korean Accounting Review,3501,C,2025
00235962,14676435,Kyklos,3801,A,2025
13496786,13496778,Kyoto Economic Review,3801,C,2025
0023656X,14699702,Labor History,3505,A,2025
0160449X,15389758,Labor Studies Journal,3505,B,2025
15476715,15581454,Labor: Studies in working class history,3505,B,2025
11217081,14679914,Labour,3505,B,2025
10301763,23255676,Labour & Industry,3505,B,2025
07003862,19114842,Labour / Le Travail,3505,B,2025
09275371,18791034,Labour Economics,3801,A*,2025
09615652,17458188,Labour History Review,3505,B,2025
00236942,00236942,Labour History: a journal of labour and social history,3505,A,2025
00236977,,Labour Law Journal,4801,C,2025
18115438,18115446,Lahore Journal of Economics,3899,C,2025
00237639,15438325,Land Economics,3801,A,2025
02648377,18735754,Land Use Policy,3599,A,2025
02715309,18733395,Language & Communication,3599,B,2025
07160046,07176821,Latin American Journal of Economics,3899,C,2025
17521440,17521459,Law and Financial Markets Review,4801,B,2025
02658240,14679930,Law and Policy,4801,A,2025
0023933X,,Law Quarterly Review,4801,A*,2025
17427150,17427169,Leadership,3507,B,2025
01437739,14725347,Leadership & Organization Development Journal,3507,B,2025
17511879,17511887,Leadership in Health Services,3507,C,2025
10332839,18393713,Legal Education Review,4801,C,2025
1442911X,,Legal Issues in Business,4801,C,2025
15666573,03770915,Legal Issues of Economic Integration,4801,A,2025
14927713,21512221,Leisure,3504,B,2025
01490400,15210588,Leisure Sciences: an interdisciplinary journal,3504,A,2025
02614367,14664496,Leisure Studies,3504,A,2025
11508809,,Les Cahiers Scientifiques du Transport / Scientific Papers in Transportation,3509,C,2025
,1864404X,Letters in Spatial and Resource Science,3801,C,2025
01435124,17587921,Library Management,4609,C,2025
13807870,15729249,Lifetime Data Analysis: an international journal devoted to the methods and applications of reliability and survival analysis,4905,B,2025
03062945,,Lloyd's Maritime and Commercial Law Quarterly,4801,A,2025
13597701,14719614,Lloyd's Shipping and Trade Law,4801,B,2025
02690942,14709325,Local Economy,3801,C,2025
03003930,17439388,Local Government Studies,3599,A,2025
07053436,17050154,Loisir et Societe (Society and Leisure),3504,B,2025
00246301,18731872,Long Range Planning,3507,A*,2025
14490269,,Macquarie Journal of Business Law,4801,C,2025
1445386X,,Macquarie Law Journal,4801,C,2025
13651005,14698056,Macroeconomic Dynamics,3801,A,2025
17520843,17520851,Macroeconomics and Finance in Emerging Market Economies,3803,C,2025
00251283,02174189,Malayan Law Journal,4801,C,2025
15114554,,Malaysian Journal of Economic Studies,3801,C,2025
12864692,,Management,3507,B,2025
17449359,17449367,Management & Organizational History,3505,C,2025
27529819,27529827,Management & Sustainability: An Arab Review,3507,C,2025
14439905,14439913,Management Accounting Frontiers,3501,C,2025
15285359,,Management Accounting Quarterly,3501,C,2025
10445005,10961224,Management Accounting Research,3501,A*,2025
16754077,,Management and Accounting Review,3501,C,2025
0258042X,23210710,Management and Labour Studies,3505,C,2025
17408776,17408784,Management and Organization Review,3507,A,2025
08933189,15526798,Management Communication Quarterly,3507,B,2025
22390391,22394397,Management Control,3501,C,2025
00251747,17586070,Management Decision,3507,B,2025
09388249,18618901,Management International Review,3507,A,2025
13505076,14617307,Management Learning,3507,A,2025
14777835,,Management of Environmental Quality,3599,C,2025
15365433,,Management Research,3507,C,2025
20408269,,Management Research Review,3507,C,2025
21981620,21981639,Management Review Quarterly,3507,B,2025
00251909,15265501,Management Science,3507,A*,2025
23792981,23792981,Management Teaching Review,3507,C,2025
13310194,18463363,Management: Journal of Contemporary Management Issues,3507,C,2025
01436570,10991468,Managerial and Decision Economics,3801,B,2025
02686902,17587735,Managerial Auditing Journal,3501,A,2025
03074358,17587743,Managerial Finance,3502,B,2025
23750472,23750480,Managing Sport and Leisure,3504,B,2025
17423945,,Manchester Journal of International Economic Law,4801,C,2025
14636786,14679957,Manchester School,3801,B,2025
15234614,15265498,Manufacturing and Service Operations Management,3509,A*,2025
09738010,09738029,Margin: The journal of applied economic research,3801,C,2025
0308597X,18729460,Marine Policy,4801,A,2025
07381360,23345985,Marine Resource Economics,3801,A,2025
23973757,23973765,Maritime Business Review,3509,C,2025
14792931,1479294X,Maritime Economics & Logistics,3801,B,2025
03088839,14645254,Maritime Policy and Management,3509,B,2025
23826266,24248037,Market Microstructure and Liquidity,3502,B,2025
1176645X,,Marketing Bulletin,3506,C,2025
10528008,21539987,Marketing Education Review,3506,C,2025
10941304,,Marketing Health Services,3506,C,2025
02634503,17588049,Marketing Intelligence & Planning,3506,A,2025
09230645,1573059X,Marketing Letters,3506,A,2025
07322399,1526548X,Marketing Science,3506,A*,2025
14705931,1741301X,Marketing Theory,3506,A,2025
09601627,14679965,Mathematical Finance,3502,A,2025
19716419,19713878,Mathematical Methods in Economics and Finance,3502,C,2025
10665307,19348045,Mathematical Methods of Statistics,4905,B,2025
01654896,18793118,Mathematical Social Sciences,3801,A,2025
18629679,18629660,Mathematics and Financial Economics,3801,C,2025
0364765X,15265471,Mathematics of Operations Research,3507,A,2025
13683047,17588057,Measuring Business Excellence,3507,B,2025
13251570,,Media and Arts Law Review,4801,C,2025
01634437,14603675,Media Culture and Society,3599,B,2025
09685332,20479441,Medical Law International,4801,C,2025
2049372X,20493738,Meditari Accountancy Research,3501,A,2025
14448602,14448610,Melbourne Journal of International Law,4801,A,2025
00258938,18393810,Melbourne University Law Review,4801,A*,2025
00261335,1435926X,Metrika: international journal for theoretical and applied statistics,4905,B,2025
