"item_uuid","handle","item_url","title","authors","melbourne_authors","internal_author_ids","issued_date","publication_year","article_url","available_date","item_type","doi","issn","eissn","journal","volume","issue","pages","publisher","departments","faculties","citation_text","license","open_access_status","open_access_url","last_modified"
"71b482f8-627b-54b8-a8e7-1d41c23aae32","11343/52628","https://hdl.handle.net/11343/52628","Controlling Government Expenditure by External Review – The 1921-22 Geddes Axe","COBBIN, P; Burrows, G","Cobbin, Phillip","Cobbin, Phillip; 15493; 0000-0002-1117-7341","2011","2011","https://hdl.handle.net/11343/52628","2015-04-21T02:13:35Z","Chapter","","","","Public Sector Accounting","","","","SAGE Publications SAGE Library in Accounting and Finance","Accounting","","COBBIN, P. & Burrows, G. (2011). Controlling Government Expenditure by External Review – The 1921-22 Geddes Axe. Jones, R (Ed.). Public Sector Accounting, (First), SAGE Publications SAGE Library in Accounting and Finance.","","","","2026-07-19T03:37:54.259+00:00"
"e46de294-d7ff-53fd-85f8-44c7ad880ef6","11343/33251","https://hdl.handle.net/11343/33251","The Performance Effects of an Ability-Based Approach to Goal Assignment","Jeffrey, Scott; SCHULZ, AXEL; Webb, Alan","Schulz, Axel","","2012","2012","https://hdl.handle.net/11343/33251","2014-05-22T08:29:02Z","Journal Article","","","","Journal of Organizational Behavior Management","32","3","","","Accounting","","Jeffrey, S., Schulz, A., & Webb, A. (2012). The Performance Effects of an Ability-Based Approach to Goal Assignment. Journal of Organizational Behavior Management, 32(3).","","","","2021-02-03T21:38:12.293+00:00"
"e3999437-255a-5014-870b-1613ce400ce8","11343/31764","https://hdl.handle.net/11343/31764","Speculation and e-commerce: The long and the short of IT","Ferguson, C; Finn, F; Hall, J; Pinnuck, M","FERGUSON, COLIN; Pinnuck, Matthew","FERGUSON, COLIN; 877; Pinnuck, Matthew; 94; 0000-0002-7743-5796","2010-06-01","2010","https://doi.org/10.1016/j.accinf.2009.12.001","2014-05-22T04:10:28Z","Journal Article","10.1016/j.accinf.2009.12.001","1467-0895","","International Journal of Accounting Information Systems","11","2","79-104","Elsevier BV","Accounting","","Ferguson, C., Finn, F., Hall, J. & Pinnuck, M. (2010). Speculation and e-commerce: The long and the short of IT. International Journal of Accounting Information Systems, 11 (2), pp.79-104. https://doi.org/10.1016/j.accinf.2009.12.001.","","","","2026-07-15T14:53:22.783+00:00"
"250ae791-9b2d-5977-9e85-2e55ed0a83c2","11343/31003","https://hdl.handle.net/11343/31003","The differential use and effect of knowledge-based system explanations in novice and expert judgment decisions","Arnold, V; Clark, N; Collier, PA; Leech, SA; Sutton, SG","ARNOLD, VICKY; SUTTON, STEVEN; Collier, Philip; Leech, Stewart","ARNOLD, VICKY; 4519; SUTTON, STEVEN; 2471; Collier, Philip; 34095; Leech, Stewart; 33361; 0000-0001-6956-1357","2006-01-01","2006","https://doi.org/10.2307/25148718","2014-05-22T02:18:02Z","Journal Article","10.2307/25148718","0276-7783","2162-9730","MIS Quarterly","30","1","79-97","SOC INFORM MANAGE-MIS RES CENT","Accounting","","Arnold, V., Clark, N., Collier, P. A., Leech, S. A. & Sutton, S. G. (2006). The differential use and effect of knowledge-based system explanations in novice and expert judgment decisions. MIS Quarterly Management Information Systems, 30 (1), pp.79-97. https://doi.org/10.2307/25148718.","","","","2026-06-28T17:25:46.679+00:00"
"a61451a3-6660-5de2-83f3-2c857a86a6ef","11343/30993","https://hdl.handle.net/11343/30993","Electronic commerce investments, the resource-based view of the firm, and firm market value","Ferguson, C; Finn, F; Hall, J","FERGUSON, COLIN","FERGUSON, COLIN; 877","2005-03-01","2005","https://doi.org/10.1016/j.accinf.2004.08.001","2014-05-22T02:16:19Z","Journal Article","10.1016/j.accinf.2004.08.001","1467-0895","","International Journal of Accounting Information Systems","6","1","5-29","Elsevier BV","Accounting","","Ferguson, C., Finn, F. & Hall, J. (2005). Electronic commerce investments, the resource-based view of the firm, and firm market value. International Journal of Accounting Information Systems, 6 (1), pp.5-29. https://doi.org/10.1016/j.accinf.2004.08.001.","","","","2026-06-26T23:53:14.635+00:00"
"c8572e9a-ad65-5f51-9c72-52d2a60a1e67","11343/30974","https://hdl.handle.net/11343/30974","An empirical examination of goals and performance-to-goal following the introduction of an incentive bonus plan with participative goal setting","Anderson, SW; Dekker, HC; Sedatole, KL","Anderson, Shannon; Dekker, Henri","Anderson, Shannon; 15989; Dekker, Henri; 9881","2010-01-01","2010","https://doi.org/10.1287/mnsc.1090.1088","2014-05-22T02:13:22Z","Journal Article","10.1287/mnsc.1090.1088","0025-1909","1526-5501","Management science","56","1","90-109","INFORMS","Accounting","","Anderson, S. W., Dekker, H. C. & Sedatole, K. L. (2010). An empirical examination of goals and performance-to-goal following the introduction of an incentive bonus plan with participative goal setting. Management Science, 56 (1), pp.90-109. https://doi.org/10.1287/mnsc.1090.1088.","","","","2026-07-14T10:07:51.451+00:00"
"12a9e1ae-a0ad-53f2-968c-ee52fcc2ed4c","11343/30959","https://hdl.handle.net/11343/30959","Knowledge matters: Restrictiveness and performance with decision support","Davern, MJ; Kamis, A","Davern, Michael","Davern, Michael; 4743; 0000-0002-9572-812X","2010-05-01","2010","https://doi.org/10.1016/j.dss.2010.04.001","2014-05-22T02:11:02Z","Journal Article","10.1016/j.dss.2010.04.001","0167-9236","1873-5797","Decision Support Systems","49","4","343-353","ELSEVIER","Accounting","","Davern, M. J. & Kamis, A. (2010). Knowledge matters: Restrictiveness and performance with decision support. Decision Support Systems, 49 (4), pp.343-353. https://doi.org/10.1016/j.dss.2010.04.001.","","","","2026-07-15T15:29:16.273+00:00"
"ba0adccd-aff5-59b9-97d3-b4129b7fed63","11343/29991","https://hdl.handle.net/11343/29991","Towards an integrated view of IT value measurement","Davern, MJ; Wilkin, CL","Davern, Michael","Davern, Michael; 4743; 0000-0002-9572-812X","2010-03-01","2010","https://doi.org/10.1016/j.accinf.2009.12.005","2014-05-22T00:06:29Z","Journal Article","10.1016/j.accinf.2009.12.005","1467-0895","","International Journal of Accounting Information Systems","11","1","42-60","Elsevier BV","Accounting","","Davern, M. J. & Wilkin, C. L. (2010). Towards an integrated view of IT value measurement. International Journal of Accounting Information Systems, 11 (1), pp.42-60. https://doi.org/10.1016/j.accinf.2009.12.005.","","","","2026-07-15T13:14:47.070+00:00"
"86264240-f3c7-5ecb-a2fa-ba30c5aa7a8d","11343/29924","https://hdl.handle.net/11343/29924","Why did they do that? Variability in routine transactions","Davern, MJ; Wilkin, CL","Davern, Michael; Davern, Melanie","Davern, Michael; 4743; 0000-0002-9572-812X; Davern, Melanie; 15904","2009-09-25","2009","https://doi.org/10.1108/09593840910937517","2014-05-21T23:58:48Z","Journal Article","10.1108/09593840910937517","0959-3845","","Information Technology & People","22","1","78-88","EMERALD GROUP PUBLISHING LIMITED","Accounting","","Davern, M. J. & Wilkin, C. L. (2009). Why did they do that? Variability in routine transactions. Information Technology and People, 22 (1), pp.78-88. https://doi.org/10.1108/09593840910937517.","","","","2026-07-06T08:44:25.744+00:00"
"e95e7a3a-b442-530e-b2ed-e5ff2773b3b8","11343/29554","https://hdl.handle.net/11343/29554","State control, legal investor protection, and ownership concentration: Evidence from China","Wu, S; Xu, N; Yuan, Q","Yuan, Qingbo","Yuan, Qingbo; 1556; 0000-0003-4660-4283","2009-01-01","2009","https://doi.org/10.1111/j.1467-8683.2009.00731.x","2014-05-21T23:18:01Z","Journal Article","10.1111/j.1467-8683.2009.00731.x","0964-8410","1467-8683","Corporate governance. An International Review","17","2","176-192","WILEY","Accounting","","Wu, S., Xu, N. & Yuan, Q. (2009). State control, legal investor protection, and ownership concentration: Evidence from China. Corporate Governance an International Review, 17 (2), pp.176-192. https://doi.org/10.1111/j.1467-8683.2009.00731.x.","","","","2026-07-06T12:57:23.609+00:00"
"ffc6c9b5-00c7-5815-8635-c8166875a806","11343/29550","https://hdl.handle.net/11343/29550","Top Management Turnover: An Examination of Portfolio Holdings and Fund Performance","Gallagher, DR; Nadarajah, P; Pinnuck, M","Pinnuck, Matthew","Pinnuck, Matthew; 94; 0000-0002-7743-5796","2006-01-01","2006","https://doi.org/10.1177/031289620603100205","2014-05-21T23:17:36Z","Journal Article","10.1177/031289620603100205","0312-8962","1327-2020","Australian Journal of Management","31","2","265-292","SAGE Publications","Accounting","","Gallagher, D. R., Nadarajah, P. & Pinnuck, M. (2006). Top Management Turnover: An Examination of Portfolio Holdings and Fund Performance. Australian Journal of Management, 31 (2), pp.265-292. https://doi.org/10.1177/031289620603100205.","","","","2026-07-18T07:25:28.147+00:00"
"54126a3c-934f-5788-b1df-c439079eccb9","11343/29505","https://hdl.handle.net/11343/29505","Qualitative management accounting research: Rationale, pitfalls and potential: A comment on Vaivio (2008)","Lillis, A","Lillis, Anne","Lillis, Anne; 590; 0000-0002-3057-6428","2008-10-03","2008","https://doi.org/10.1108/11766090810910236","2014-05-21T23:12:50Z","Journal Article","10.1108/11766090810910236","1176-6093","1758-7654","Qualitative Research in Accounting and Management","5","3","239-246","EMERALD GROUP PUBLISHING LTD","Accounting","","Lillis, A. (2008). Qualitative management accounting research: Rationale, pitfalls and potential: A comment on Vaivio (2008). Qualitative Research in Accounting Management, 5 (3), pp.239-246. https://doi.org/10.1108/11766090810910236.","","","","2026-07-22T06:58:42.727+00:00"
"73be2565-436e-5eef-89ae-06b1398abbc4","11343/29504","https://hdl.handle.net/11343/29504","Budgeting practices and performance in small healthcare businesses","King, R; Clarkson, PM; Wallace, S","WALLACE, SANDRA-LEE","WALLACE, SANDRA-LEE; 12072","2010-03-01","2010","https://doi.org/10.1016/j.mar.2009.11.002","2014-05-21T23:12:44Z","Journal Article","10.1016/j.mar.2009.11.002","1044-5005","1096-1224","Management Accounting Research","21","1","40-55","ELSEVIER","Accounting","","King, R., Clarkson, P. M. & Wallace, S. (2010). Budgeting practices and performance in small healthcare businesses. Management Accounting Research, 21 (1), pp.40-55. https://doi.org/10.1016/j.mar.2009.11.002.","","","","2026-07-05T19:23:02.888+00:00"
"881a57f8-4c2b-59e4-8e2f-e0cdf72f8ff4","11343/29503","https://hdl.handle.net/11343/29503","Leadership and control system design","Abernethy, MA; Bouwens, J; van Lent, L","Abernethy, Margaret; Bouwens, Johannes; van Lent, Laurence","Abernethy, Margaret; 4757; 0000-0002-1244-7593; Bouwens, Johannes; 12908; van Lent, Laurence; 36531","2010-03-01","2010","https://doi.org/10.1016/j.mar.2009.10.002","2014-05-21T23:12:38Z","Journal Article","10.1016/j.mar.2009.10.002","1044-5005","1096-1224","Management Accounting Research","21","1","2-16","ELSEVIER","Accounting","","Abernethy, M. A., Bouwens, J. & van Lent, L. (2010). Leadership and control system design. Management Accounting Research, 21 (1), pp.2-16. https://doi.org/10.1016/j.mar.2009.10.002.","","","","2026-07-14T10:38:35.707+00:00"
"a85582c6-d1c6-59fe-a823-646905d36294","11343/29502","https://hdl.handle.net/11343/29502","A multi-method approach to building causal performance maps from expert knowledge","Abernethy, MA; Horne, M; Lillis, AM; Malina, MA; Selto, FH","Abernethy, Margaret; Lillis, Anne","Abernethy, Margaret; 4757; 0000-0002-1244-7593; Lillis, Anne; 590; 0000-0002-3057-6428","2005-06-01","2005","https://doi.org/10.1016/j.mar.2005.03.003","2014-05-21T23:12:32Z","Journal Article","10.1016/j.mar.2005.03.003","1044-5005","","Management Accounting Research","16","2","135-155","Elsevier BV","Accounting","","Abernethy, M. A., Horne, M., Lillis, A. M., Malina, M. A. & Selto, F. H. (2005). A multi-method approach to building causal performance maps from expert knowledge. Management Accounting Research, 16 (2), pp.135-155. https://doi.org/10.1016/j.mar.2005.03.003.","","","","2026-06-26T23:43:16.515+00:00"
"18bbd1f5-9b0b-5d12-8c27-2c390131013c","11343/29500","https://hdl.handle.net/11343/29500","Scale effects in capital markets-based accounting research","Barth, ME; Clinch, G","Clinch, Greg","Clinch, Greg; 16400","2009-04-01","2009","https://doi.org/10.1111/j.1468-5957.2009.02133.x","2014-05-21T23:12:09Z","Journal Article","10.1111/j.1468-5957.2009.02133.x","0306-686X","1468-5957","Journal of Business Finance & Accounting","36","3-4","253-288","WILEY-BLACKWELL PUBLISHING, INC","Accounting","","Barth, M. E. & Clinch, G. (2009). Scale effects in capital markets-based accounting research. Journal of Business Finance and Accounting, 36 (3-4), pp.253-288. https://doi.org/10.1111/j.1468-5957.2009.02133.x.","","","","2026-07-06T16:18:25.843+00:00"
"1233af41-aade-5fa5-bebd-8c39fc192e33","11343/29499","https://hdl.handle.net/11343/29499","Seasonality in fund performance: An examination of the portfolio holdings and trades of investment managers","Gallagher, DR; Pinnuck, M","Pinnuck, Matthew","Pinnuck, Matthew; 94; 0000-0002-7743-5796","2006-09-01","2006","https://doi.org/10.1111/j.1468-5957.2006.00018.x","2014-05-21T23:12:03Z","Journal Article","10.1111/j.1468-5957.2006.00018.x","0306-686X","1468-5957","Journal of Business Finance & Accounting","33","7-8","1240-1266","WILEY","Accounting","","Gallagher, D. R. & Pinnuck, M. (2006). Seasonality in fund performance: An examination of the portfolio holdings and trades of investment managers. Journal of Business Finance and Accounting, 33 (7-8), pp.1240-1266. https://doi.org/10.1111/j.1468-5957.2006.00018.x.","","","","2026-06-28T17:43:42.154+00:00"
"74061757-2f2d-50db-a4ca-17b2fb230762","11343/29498","https://hdl.handle.net/11343/29498","Measuring the effects of business intelligence systems: The relationship between business process and organizational performance","Elbashir, MZ; Collier, PA; Davern, MJ","Davern, Michael; Collier, Philip","Davern, Michael; 4743; 0000-0002-9572-812X; Collier, Philip; 34095","2008-09-01","2008","https://doi.org/10.1016/j.accinf.2008.03.001","2014-05-21T23:11:57Z","Journal Article","10.1016/j.accinf.2008.03.001","1467-0895","","International Journal of Accounting Information Systems","9","3","135-153","Elsevier BV","Accounting","","Elbashir, M. Z., Collier, P. A. & Davern, M. J. (2008). Measuring the effects of business intelligence systems: The relationship between business process and organizational performance. International Journal of Accounting Information Systems, 9 (3), pp.135-153. https://doi.org/10.1016/j.accinf.2008.03.001.","","","","2026-07-13T17:13:58.730+00:00"
"25d43830-20f2-5b07-9369-4986c45349e1","11343/29497","https://hdl.handle.net/11343/29497","The value of assurance on voluntary nonfinancial disclosure: An experimental evaluation","Coram, PJ; Monroe, GS; Woodliff, DR","CORAM, PAUL","CORAM, PAUL; 9383","2009-05-01","2009","https://doi.org/10.2308/aud.2009.28.1.137","2014-05-21T23:11:51Z","Journal Article","10.2308/aud.2009.28.1.137","0278-0380","1558-7991","Auditing: A journal of Practice and Theory","28","1","137-151","AMER ACCOUNTING ASSOC","Accounting","","Coram, P. J., Monroe, G. S. & Woodliff, D. R. (2009). The value of assurance on voluntary nonfinancial disclosure: An experimental evaluation. Auditing, 28 (1), pp.137-151. https://doi.org/10.2308/aud.2009.28.1.137.","","","","2026-07-05T14:52:38.254+00:00"
"d09ba4ec-8543-5de2-9dd3-75ad2068f501","11343/29135","https://hdl.handle.net/11343/29135","Doing Quantitative Field Research in Management Accounting","Anderson, SW; Widener, SK","Anderson, Shannon","Anderson, Shannon; 15989","2006-12-01","2006","https://doi.org/10.1016/S1751-3243(06)01012-1","2014-05-21T22:35:43Z","Chapter","10.1016/S1751-3243(06)01012-1","","","Handbooks of Management Accounting Research","1","","319-341","Elsevier","Accounting","","Anderson, S. W. & Widener, S. K. (2006). Doing Quantitative Field Research in Management Accounting. Chapman, C (Ed.). Hopwood, A (Ed.). Shields, M (Ed.). Handbooks of Management Accounting Research, (1), 1, pp.319-341. Elsevier.","","","","2026-06-28T17:44:15.432+00:00"
"c9d1da23-0c27-5c1c-8667-20bb18181af6","11343/29134","https://hdl.handle.net/11343/29134","Managing Costs and Cost Structure throughout the Value Chain: Research on Strategic Cost Management","ANDERSON, S.","Anderson, Shannon","","2007","2007","https://hdl.handle.net/11343/29134","2014-05-21T22:35:37Z","Book Chapter","","","","Handbook of Management Accounting Research Volume 2","","","","Elsevier Science","Accounting","","","","","","2020-04-03T22:20:41.140+00:00"
"6d516ce5-fee3-5104-8fea-6ff3c8f81e76","11343/29133","https://hdl.handle.net/11343/29133","Accounting and Control in Health Care: Behavioural, Organisational, Sociological and Critical Perspectives","Abernethy, MA; Chua, WF; Grafton, J; Mahama, H","Abernethy, Margaret; Grafton, Jennifer","Abernethy, Margaret; 4757; 0000-0002-1244-7593; Grafton, Jennifer; 8626; 0000-0003-3545-3870","2006-12-01","2006","https://doi.org/10.1016/S1751-3243(06)02014-1","2014-05-21T22:35:31Z","Chapter","10.1016/S1751-3243(06)02014-1","","","Handbooks of Management Accounting Research","2","","805-829","ELSEVIER SCIENCE BV","Accounting","","Abernethy, M. A., Chua, W. F., Grafton, J. & Mahama, H. (2006). Accounting and Control in Health Care: Behavioural, Organisational, Sociological and Critical Perspectives. Chapman, CS (Ed.). Hopwood, AG (Ed.). Shields, MD (Ed.). HANDBOOK OF MANAGEMENT ACCOUNTING RESEARCH, VOL 2, (1), 2, pp.805-829. ELSEVIER SCIENCE BV.","","","","2026-07-13T21:12:21.110+00:00"
"af16dfca-3257-50b6-8f71-f9365580e54b","11343/29115","https://hdl.handle.net/11343/29115","Are active fund managers collectors of private information or fast interpreters of public information?","Gallagher, DR; Looi, A; Pinnuck, M","Pinnuck, Matthew","Pinnuck, Matthew; 94; 0000-0002-7743-5796","2010-01-01","2010","https://doi.org/10.1111/j.1467-629X.2010.00341.x","2014-05-21T22:33:51Z","Journal Article","10.1111/j.1467-629X.2010.00341.x","0810-5391","1467-629X","Accounting and Finance","50","3","635-662","WILEY-BLACKWELL","Accounting","","Gallagher, D. R., Looi, A. & Pinnuck, M. (2010). Are active fund managers collectors of private information or fast interpreters of public information?. Accounting and Finance, 50 (3), pp.635-662. https://doi.org/10.1111/j.1467-629X.2010.00341.x.","","","","2026-07-07T09:34:29.785+00:00"
"a89cb14b-0cc0-5087-9d74-f62288b165ca","11343/29111","https://hdl.handle.net/11343/29111","Appropriate audit support system use: The influence of auditor, audit team and firm factors","Dowling, C","DOWLING, CARLIN","DOWLING, CARLIN; 15680","2009-05-01","2009","https://doi.org/10.2308/accr.2009.84.3.771","2014-05-21T22:33:27Z","Journal Article","10.2308/accr.2009.84.3.771","0001-4826","1558-7967","Accounting Review","84","3","771-810","AMER ACCOUNTING ASSOC","Accounting","","Dowling, C. (2009). Appropriate audit support system use: The influence of auditor, audit team and firm factors. Accounting Review, 84 (3), pp.771-810. https://doi.org/10.2308/accr.2009.84.3.771.","","","","2026-07-05T01:07:22.995+00:00"
"2af9e538-8547-5263-bbdf-6f5ed8374cee","11343/27977","https://hdl.handle.net/11343/27977","Management control for market transactions: The relation between transaction characteristics, incomplete contract design, and subsequent performance","Anderson, SW; Dekker, HC","Anderson, Shannon; Dekker, Henri","Anderson, Shannon; 15989; Dekker, Henri; 9881","2005-12-01","2005","https://doi.org/10.1287/mnsc.1050.0456","2014-05-21T21:00:25Z","Journal Article","10.1287/mnsc.1050.0456","0025-1909","1526-5501","Management science","51","12","1734-1752","INFORMS","Accounting","Business and Economics","Anderson, S. W. & Dekker, H. C. (2005). Management control for market transactions: The relation between transaction characteristics, incomplete contract design, and subsequent performance. Management Science, 51 (12), pp.1734-1752. https://doi.org/10.1287/mnsc.1050.0456.","","","","2026-06-28T02:43:36.714+00:00"
"354dc06b-e96b-5e92-aa58-6f7328cd348a","11343/27947","https://hdl.handle.net/11343/27947","Diagnosing decision quality","Davern, MJ; Mantena, R; Stohr, EA","Davern, Michael","Davern, Michael; 4743; 0000-0002-9572-812X","2008-04-01","2008","https://doi.org/10.1016/j.dss.2007.12.012","2014-05-21T20:58:18Z","Journal Article","10.1016/j.dss.2007.12.012","0167-9236","","Decision Support Systems","45","1","123-139","ELSEVIER SCIENCE BV","Accounting","Business and Economics","Davern, M. J., Mantena, R. & Stohr, E. A. (2008). Diagnosing decision quality. Decision Support Systems, 45 (1), pp.123-139. https://doi.org/10.1016/j.dss.2007.12.012.","","","","2026-07-13T15:45:39.987+00:00"
"adcb8b30-481a-5bbe-91b7-1e2500b0d675","11343/27923","https://hdl.handle.net/11343/27923","An Examination of the Performance of the Trades and Stock Holdings of Fund Managers: Further Evidence","Pinnuck, M","Pinnuck, Matthew","Pinnuck, Matthew; 94; 0000-0002-7743-5796","2003-01-01","2003","https://doi.org/10.2307/4126744","2014-05-21T20:56:38Z","Journal Article","10.2307/4126744","0022-1090","","Journal of Financial and Quantitative Analysis","38","4","811-828","UNIV WASHINGTON SCH BUSINESS & ADMINISTRATION","Accounting","Business and Economics","Pinnuck, M. (2003). An Examination of the Performance of the Trades and Stock Holdings of Fund Managers: Further Evidence. Journal of Financial and Quantitative Analysis, 38 (4), pp.811-828. https://doi.org/10.2307/4126744.","","","","2026-06-26T20:19:03.580+00:00"
"0278fc06-ac63-5bd5-8c30-9ae014d0c6ef","11343/27922","https://hdl.handle.net/11343/27922","Power, organization design and managerial behaviour","Abernethy, MA; Vagnoni, E","Abernethy, Margaret","Abernethy, Margaret; 4757; 0000-0002-1244-7593","2004-04-01","2004","https://doi.org/10.1016/S0361-3682(03)00049-7","2014-05-21T20:56:34Z","Journal Article","10.1016/S0361-3682(03)00049-7","0361-3682","1873-6289","Accounting, Organizations and Society","29","3-4","207-225","PERGAMON-ELSEVIER SCIENCE LTD","Accounting","Business and Economics","Abernethy, M. A. & Vagnoni, E. (2004). Power, organization design and managerial behaviour. Accounting Organizations and Society, 29 (3-4), pp.207-225. https://doi.org/10.1016/S0361-3682(03)00049-7.","","","","2026-06-26T21:46:20.251+00:00"
"e62d50f9-0786-5174-931f-57acdcce4f06","11343/27921","https://hdl.handle.net/11343/27921","Profits versus Losses: Does Reporting an Accounting Loss Act as a Heuristic Trigger to Exercise the Abandonment Option and Divest Employees?","PINNUCK, M; LILLIS, A","Pinnuck, Matthew; Lillis, Anne","Pinnuck, Matthew; 94; 0000-0002-7743-5796; Lillis, Anne; 590; 0000-0002-3057-6428","2007","2007","https://doi.org/10.2308/accr.2007.82.4.1031","2014-05-21T20:56:30Z","Journal Article","10.2308/accr.2007.82.4.1031","0001-4826","1558-7967","Accounting Review","82","4","1031-1053","American Accounting Association","Accounting","Business and Economics","PINNUCK, M. & LILLIS, A. (2007). Profits versus Losses: Does Reporting an Accounting Loss Act as a Heuristic Trigger to Exercise the Abandonment Option and Divest Employees?. Accounting Review, 82 (4), pp.1031-1053. https://doi.org/10.2308/accr.2007.82.4.1031.","","","","2026-07-12T13:24:42.617+00:00"
"a2f94d15-d693-5546-bd22-88e261b04a99","11343/27920","https://hdl.handle.net/11343/27920","Restructuring the management accounting function: A note on the effect of role involvement on innovativeness","Emsley, D","EMSLEY, DAVID","EMSLEY, DAVID; 12057","2005-06","2005","https://doi.org/10.1016/j.mar.2005.02.002","2014-05-21T20:56:26Z","Journal Article","10.1016/j.mar.2005.02.002","1044-5005","","Management Accounting Research","16","2","157-177","Elsevier BV","Accounting","Business and Economics","Emsley, D. (2005). Restructuring the management accounting function: A note on the effect of role involvement on innovativeness. Management Accounting Research, 16 (2), pp.157-177. https://doi.org/10.1016/j.mar.2005.02.002.","","","","2026-07-15T04:29:59.401+00:00"
"69e196f0-7707-5777-838c-b9ddfee67308","11343/27919","https://hdl.handle.net/11343/27919","The Relationship between Trust and Control in International Joint Ventures: Evidence from the Airline Industry*","Emsley, D; Kidon, F","EMSLEY, DAVID","EMSLEY, DAVID; 12057","2007-09","2007","https://doi.org/10.1506/car.24.3.7","2014-05-21T20:56:22Z","Journal Article","10.1506/car.24.3.7","0823-9150","1911-3846","Contemporary Accounting Research","24","3","829-858","Wiley","Accounting","Business and Economics","Emsley, D. & Kidon, F. (2007). The Relationship between Trust and Control in International Joint Ventures: Evidence from the Airline Industry*. Contemporary Accounting Research, 24 (3), pp.829-858. https://doi.org/10.1506/car.24.3.7.","","","","2026-07-15T19:26:20.696+00:00"
"3f9460e7-a52b-56cb-8197-2704434eed48","11343/27918","https://hdl.handle.net/11343/27918","Different interpretations of a “fixed” concept","Emsley, D","EMSLEY, DAVID","EMSLEY, DAVID; 12057","2008-03-28","2008","https://doi.org/10.1108/09513570810863978","2014-05-21T20:56:18Z","Journal Article","10.1108/09513570810863978","0951-3574","","Accounting, Auditing & Accountability Journal","21","3","375-397","Emerald","Accounting","Business and Economics","Emsley, D. (2008). Different interpretations of a “fixed” concept. Accounting, Auditing &amp; Accountability Journal, 21 (3), pp.375-397. https://doi.org/10.1108/09513570810863978.","","","","2026-07-15T19:26:09.912+00:00"
"0d077196-67d5-5e31-ab47-4730f2cfc820","11343/27917","https://hdl.handle.net/11343/27917","Market effects of recognition and disclosure","Barth, ME; Clinch, G; Shibano, T","Clinch, Greg","Clinch, Greg; 16400","2003-01-01","2003","https://doi.org/10.1111/1475-679X.00117","2014-05-21T20:56:14Z","Journal Article","10.1111/1475-679X.00117","0021-8456","1475-679X","Journal of Accounting Research","41","4","581-609","BLACKWELL PUBLISHERS","Accounting","Business and Economics","Barth, M. E., Clinch, G. & Shibano, T. (2003). Market effects of recognition and disclosure. Journal of Accounting Research, 41 (4), pp.581-609. https://doi.org/10.1111/1475-679X.00117.","","","","2026-06-26T16:09:13.886+00:00"
"991c3471-ecf8-5514-a64f-01e04b98606f","11343/27916","https://hdl.handle.net/11343/27916","Performance Measurement System Design in Joint Strategy Settings","Lillis, AM; van Veen-Dirks, PMG","Lillis, Anne","Lillis, Anne; 590; 0000-0002-3057-6428","2008-12","2008","https://doi.org/10.2308/jmar.2008.20.1.25","2014-05-21T20:56:10Z","Journal Article","10.2308/jmar.2008.20.1.25","1049-2127","1558-8033","Journal of Management Accounting Research","20","1","25-57","AMER ACCOUNTING ASSOC","Accounting","Business and Economics","Lillis, A. M. & van Veen-Dirks, P. M. G. (2008). Performance Measurement System Design in Joint Strategy Settings. JOURNAL OF MANAGEMENT ACCOUNTING RESEARCH, 20 (1), pp.25-57. https://doi.org/10.2308/jmar.2008.20.1.25.","","","","2026-07-15T19:56:02.000+00:00"
"2958e581-ce6d-52ac-a593-ec88b322fc6f","11343/27915","https://hdl.handle.net/11343/27915","The joint effect of investor protection and Big 4 audits on earnings quality around the world","Francis, JR; Wang, D","FRANCIS, JERE","FRANCIS, JERE; 4978","2008-03","2008","https://doi.org/10.1506/car.25.1.6","2014-05-21T20:56:06Z","Journal Article","10.1506/car.25.1.6","0823-9150","1911-3846","Contemporary Accounting Research","25","1","157-+","WILEY","Accounting","Business and Economics","Francis, J. R. & Wang, D. (2008). The joint effect of investor protection and Big 4 audits on earnings quality around the world. CONTEMPORARY ACCOUNTING RESEARCH, 25 (1), pp.157-+. https://doi.org/10.1506/car.25.1.6.","","","","2026-07-22T09:06:46.816+00:00"
"be5962cd-8fdd-5404-97ad-45de386b072d","11343/27914","https://hdl.handle.net/11343/27914","Accounting as a social and institutional practice: Perspectives to enrich our understanding of accounting change","Potter, BN","Potter, Bradley","Potter, Bradley; 802; 0000-0001-6593-7871","2005-10-01","2005","https://doi.org/10.1111/j.1467-6281.2005.00182.x","2014-05-21T20:56:02Z","Journal Article","10.1111/j.1467-6281.2005.00182.x","0001-3072","1467-6281","Abacus","41","3","265-289","WILEY-BLACKWELL","Accounting","Business and Economics","Potter, B. N. (2005). Accounting as a social and institutional practice: Perspectives to enrich our understanding of accounting change. Abacus, 41 (3), pp.265-289. https://doi.org/10.1111/j.1467-6281.2005.00182.x.","","","","2026-06-28T01:13:10.415+00:00"
