"item_uuid","handle","item_url","title","authors","melbourne_authors","internal_author_ids","issued_date","publication_year","article_url","available_date","item_type","doi","issn","eissn","journal","volume","issue","pages","publisher","departments","faculties","citation_text","license","open_access_status","open_access_url","last_modified"
"8dd118b1-210c-442b-bddb-faf4b50cba40","11343/338328","https://hdl.handle.net/11343/338328","The ChatGPT Artificial Intelligence Chatbot: How Well Does It Answer Accounting Assessment Questions?","Wood, DA; Achhpilia, MP; Adams, MT; Aghazadeh, S; Akinyele, K; Akpan, M; Allee, KD; Allen, AM; Almer, ED; Ames, D; Arity, V; Barr-Pulliam, D; Basoglu, KA; Belnap, A; Bentley, JW; Berg, T; Berglund, NR; Berry, E; Bhandari, A; Bhuyan, MNH; Black, PW; Blondeel, E; Bond, D; Bonrath, A; Borthick, AF; Boyle, ES; Bradford, M; Brandon, DM; Brazel, JF; Brockbank, BG; Burger, M; Byzalov, D; Cannon, JN; Caro, C; Carr, AH; Cathey, J; Cating, R; Charron, K; Chavez, S; Chen, J; Chen, JC; Chen, JW; Cheng, C; Cheng, X; Christensen, BE; Church, KS; Cicone, NJ; Constance, P; Cooper, LA; Correia, CL; Coyne, J; Cram, WA; Curtis, A; Daigle, RJ; Dannemiller, S; Davenport, SA; Dawson, GS; De Meyst, KJL; Dell, S; Demirkan, S; Denison, CA; Desai, H; DeSimone, S; Diehl, LM; Dimes, R; Dong, B; Donnelly, A; du Pon, A; Duan, HK; Duffey, A; Dunn, RT; Durkin, MP; Dzuranin, AC; Eberle, RM; Ege, MS; El Mahdy, D; Esplin, A; Eulerich, M; Everaert, P; Farah, N; Farish, L; Favere-Marchesi, M; Fayard, D; Filosa, JR; Ford, M; Franz, DR; Fulmer, BP; Fulmer, S; Furner, ZZ; Gantman, S; Garner, S; Garrett, J; Geng, X; Golden, J; Goldman, W; Gomez, J; Gooley, M; Granitto, SP; Green, KY; Greenman, CL; Gupta, G; Guymon, RN; Hale, K; Harper, CJ; Hartt, SA; Hawk, H; Hawkins, SR; Hawkins, EM; Hay, DC; Heinzelmann, R; Henderson, CD; Hendricks, BE; Heninger, WG; Hill, MS; Holden, N; Holderness, DK; Holt, TP; Hoopes, JL; Hsieh, S-F; Huang, F; Huang, H-W; Huang, T-C; Huels, BW; Hunter, K; Hurley, PJ; Inger, K; Islam, S; Ison, I; Issa, H; Jackson, AB; Jackson, SC; Janvrin, DJ; Jimenez, PD; Johanson, D; Judd, JS; Kawada, BS; Kelton, AS; Kern, S; Kerr, JN; Keune, MB; Kim, M; Knox, BD; Kogan, G; Kotb, A; Krane, R; Kremin, J; Krieg, KS; Kugel, J; Kulset, EM; Kuruppu, C; LaDuca, G; Lamberton, BA; Lamboy-Ruiz, MA; Lang, B; Larocque, SA; Larson, MP; Lawson, BP; Lawson, JG; Lee, L; Lenk, MM; Li-Kuehne, M; Liljegren, J; Lin, Y-H; Liu, W-P; Liu, Z; Lock, B; Long, JH; Loraas, T; Lowensohn, S; Loy, TR; Lyngstadaas, H; Maas, W; MacGregor, JE; Madsen, DØ; Malone, CL; Margolin, M; Marshall, ME; Martin, RM; Mpofu, CM; McCoy, C; McGuigan, NC; McSwain, DN; Meckfessel, MD; Mellon, MJ; Melton, OS; Mercado, JM; Mitsuda, S; Modugu, K; Moehrle, S; Chaghervand, AM; Moffitt, K; Moon, JS; Muehlmann, B; Murray, J; Mwaungulu, ES; Myers, N; Naegle, JC; Ndicu, MJ; Nelson, AS; Nguyen, AL; Niederkofler, T; Nikbakht, E; O'Brien, AD; Ogunade, KM; O'Leary, D; Oler, MJ; Oler, DK; Olsen, KJ; Otalor, JI; Outlaw, KW; Ozlanski, ME; Parlier, J; Paterson, JS; Pearson, CA; Petersen, MJ; Petra, ST; Pickard, MD; Pickerd, J; Pinsker, R; Plante, C; Plečnik, JM; Price, RA; Quick, LA; Raedy, J; Raschke, R; Ravenscraft, J; Richardson, V; Rixom, BA; Robertson, JF; Rock, I; Romney, MA; Rozario, A; Ruff, MF; Rupley, K; Saeedi, A; Saiewitz, A; Salzsieder, LW; Sarkar, S; Saulls, M; Scanlan, TA; Schaefer, TJ; Schaupp, D; Schneider, GP; Seebeck, A; Sellers, RD; Seto, SC; Sevel, R-L; Shan, Y; Sherwood, MG; Singorahardjo, M; Skaftadottir, HK; Skomra, J; Smith, JL; Smith, DO; Smith, J; Snow, MC; Sommerfeldt, RD; Sorensen, KB; Sorensen, TL; Spieler, AC; Stallings, MA; Stallings, L; Stancill, A; Stanley, JD; Stefaniak, CM; Stephens, NM; Stewart, BW; Stratopoulos, TC; Street, DA; Subedi, M; Summers, SL; Sundkvist, CH; Synn, C; Tadesse, A; Tapis, GP; Tassin, K; Taylor, S; Teal, M; Teeter, R; Tharapos, M; Theis, JC; Thomas, J; Thompson, KS; Thornock, TA; Tietz, W; Travalent, AM; Trinkle, BS; Truelson, JM; Turner, MC; Vagner, B; Vakilzadeh, H; van der Geest, J; van Pelt, V; Vandervelde, SD; Vega, J; Vera-Muñoz, S; Villanueva, B; Vincent, NE; Wagener, M; Walton, S; Warne, RC; Watanabe, OV; Watson, D; Watson, MW; Weber, J; Weirich, T; West, AN; Wilford, AL; Wilson, AB; Winrow, B; Winrow, T; Winrow, TS; Wiseman, D; Witte, AL; Wood, BD; Wood, J; Woolley, D; Wright, NS; Wu, J; Xiong, X; Yatsenko, D; Yazzie, CE; Young, GM; Zhang, C; Zimmerman, AB; Zoet, E","Singorahardjo, Maggie","Singorahardjo, Maggie; 132066; 0000-0003-4778-3746","2023-11-01","2023","https://doi.org/10.2308/issues-2023-013","2023-11-21T00:34:32Z","Journal Article","10.2308/issues-2023-013","0739-3172","1558-7983","Issues in Accounting Education","38","4","1-28","American Accounting Association","Accounting; Melbourne Law School","Business & Economics; Melbourne Law School","Wood, D. A., Achhpilia, M. P., Adams, M. T., Aghazadeh, S., Akinyele, K., Akpan, M., Allee, K. D., Allen, A. M., Almer, E. D., Ames, D., Arity, V., Barr-Pulliam, D., Basoglu, K. A., Belnap, A., Bentley, J. W., Berg, T., Berglund, N. R., Berry, E., Bhandari, A. ,... Zoet, E. (2023). The ChatGPT Artificial Intelligence Chatbot: How Well Does It Answer Accounting Assessment Questions?. Issues in Accounting Education, 38 (4), pp.1-28. https://doi.org/10.2308/issues-2023-013.","","published version","http://hdl.handle.net/1854/LU-01GZE6TR5RHCBSE41N3WQCGQS1","2026-07-11T21:00:16.035+00:00"
"53321c97-a739-4506-90fb-b4257c57bb7c","11343/338154","https://hdl.handle.net/11343/338154","Economic effects of litigation risk on corporate disclosure and innovation","Schantl, SF; Wagenhofer, A","Schantl, Stefan","Schantl, Stefan; 117320; 0000-0002-3777-6756","2024-12-01","2024","https://doi.org/10.1007/s11142-023-09778-5","2023-11-20T03:46:33Z","Journal Article","10.1007/s11142-023-09778-5","1380-6653","1573-7136","Review of accounting studies","29","4","3328-3368","SPRINGER","Accounting","Business & Economics","Schantl, S. F. & Wagenhofer, A. (2024). Economic effects of litigation risk on corporate disclosure and innovation. Review of Accounting Studies, 29 (4), pp.3328-3368. https://doi.org/10.1007/s11142-023-09778-5.","cc-by","","","2026-07-15T23:21:18.799+00:00"
"f6d9b8e8-f139-4a63-9b75-e3774687c0a4","11343/337700","https://hdl.handle.net/11343/337700","Auditors’ Perspectives: The Impacts of IFRS Practice Statement 2 Making Materiality Judgements","Frick, T; Potter, B; Davern, M","Frick, Thomas; Potter, Bradley; Davern, Michael","Frick, Thomas; 134376; 0000-0001-9646-7972; Potter, Bradley; 802; 0000-0001-6593-7871; Davern, Michael; 4743; 0000-0002-9572-812X","2023","2023","https://www.aasb.gov.au/media/eebikppl/rr21_auditorsperspectivesps2_10-23.pdf","2023-10-30T03:22:51Z","Report","","","","","","","","Australian Accounting Standards Board, Australian Government","Accounting","Business & Economics","Frick, T., Potter, B. & Davern, M. (2023). Auditors’ Perspectives: The Impacts of IFRS Practice Statement 2 Making Materiality Judgements. Australian Accounting Standards Board, Australian Government.","","Published version","https://www.aasb.gov.au/media/eebikppl/rr21_auditorsperspectivesps2_10-23.pdf","2026-07-21T06:02:50.742+00:00"
"a54d3823-f320-4425-b7a4-ab8a3f4b6bac","11343/337457","https://hdl.handle.net/11343/337457","Board diversity and shareholder voting","Gow, ID; Larcker, DF; Watts, EM","Gow, Ian","Gow, Ian; 131996; 0000-0002-6243-8409","2023-12","2023","https://doi.org/10.1016/j.jcorpfin.2023.102487","2023-10-10T05:04:52Z","Journal Article","10.1016/j.jcorpfin.2023.102487","0929-1199","1872-6313","Journal of Corporate Finance","83","","102487-102487","Elsevier BV","Accounting","Business & Economics","Gow, I. D., Larcker, D. F. & Watts, E. M. (2023). Board diversity and shareholder voting. Journal of Corporate Finance, 83, https://doi.org/10.1016/j.jcorpfin.2023.102487.","","","","2026-06-26T02:22:58.861+00:00"
"10c75e7e-100c-49a8-a90c-a4f5bbed4d3c","11343/334395","https://hdl.handle.net/11343/334395","Upgrading the genome of an elite japonica rice variety Kongyu 131 for lodging resistance improvement","Wang, C; Feng, X; Yuan, Q; Lin, K; Zhang, X; Yan, L; Nan, J; Zhang, W; Wang, R; Wang, L; Xue, Q; Yang, X; Liu, Z; Lin, S","Yuan, Qingbo","Yuan, Qingbo; 233936A; 1556; 0000-0003-4660-4283","2023-02","2023","https://doi.org/10.1111/pbi.13963","2023-07-10T22:55:28Z","Journal Article","10.1111/pbi.13963","1467-7644","1467-7652","Plant Biotechnology Journal","21","2","419-432","WILEY","Minerva Elements","Collected Works","Wang, C., Feng, X., Yuan, Q., Lin, K., Zhang, X., Yan, L., Nan, J., Zhang, W., Wang, R., Wang, L., Xue, Q., Yang, X., Liu, Z. & Lin, S. (2023). Upgrading the genome of an elite japonica rice variety Kongyu 131 for lodging resistance improvement. PLANT BIOTECHNOLOGY JOURNAL, 21 (2), pp.419-432. https://doi.org/10.1111/pbi.13963.","CC BY-NC-ND","","","2026-07-18T11:55:01.113+00:00"
"42a99aa8-3cb2-4b28-8743-0cb0dff8d895","11343/333268","https://hdl.handle.net/11343/333268","Professional financial statement users’ perceived value of carbon accounting disclosures and decision context","Coram, P; Potter, B; Soderstrom, N","Potter, Bradley; Soderstrom, Naomi","Potter, Bradley; 802; 0000-0001-6593-7871; Soderstrom, Naomi; 5569; 0000-0001-7602-9182","2023-07-10","2023","https://doi.org/10.1108/MEDAR-02-2021-1193","2023-06-19T00:13:26Z","Journal Article","10.1108/MEDAR-02-2021-1193","2049-372X","2049-3738","Meditari:Accountancy Research","31","4","887-911","EMERALD GROUP PUBLISHING LTD","Minerva Elements","Collected Works","Coram, P., Potter, B. & Soderstrom, N. (2023). Professional financial statement users’ perceived value of carbon accounting disclosures and decision context. Meditari Accountancy Research, 31 (4), pp.887-911. https://doi.org/10.1108/MEDAR-02-2021-1193.","","","","2026-06-28T00:46:26.452+00:00"
"f87e6734-c229-40a8-9252-5402b7599d82","11343/322572","https://hdl.handle.net/11343/322572","Does a liability of foreignness in liquidity apply to US IPOs?","Banti, C; Biddle, GC; Jona, J","Biddle, Gary","Biddle, Gary; 120646; 0000-0003-3405-0738","2024-01-01","2024","https://doi.org/10.1080/00014788.2022.2150595","2022-11-21T22:42:02Z","Journal Article","10.1080/00014788.2022.2150595","0001-4788","2159-4260","Accounting and Business Research","54","4","423-456","Informa UK Limited","Accounting","Business & Economics","Banti, C., Biddle, G. C. & Jona, J. (2024). Does a liability of foreignness in liquidity apply to US IPOs?. Accounting and Business Research, 54 (4), pp.423-456. https://doi.org/10.1080/00014788.2022.2150595.","","","","2026-07-03T04:55:41.257+00:00"
"5d3c6bee-df05-4e7e-b2ee-a6319c972797","11343/322037","https://hdl.handle.net/11343/322037","Voluntary versus mandatory disclosure of liability insurance coverage limit","Jia, X; Suijs, J","Jia, Xue","Jia, Xue; 124963; 0000-0002-0843-9259","2023","2023","https://doi.org/10.1016/j.jaccpubpol.2022.107029","2022-11-16T21:32:33Z","Journal Article","10.1016/j.jaccpubpol.2022.107029","0278-4254","1873-2070","Journal of Accounting and Public Policy","42","2","1-20","Elsevier BV","Accounting","Business & Economics","Jia, X. & Suijs, J. (2023). Voluntary versus mandatory disclosure of liability insurance coverage limit. Journal of Accounting and Public Policy, 42 (2), pp.1-20. https://doi.org/10.1016/j.jaccpubpol.2022.107029.","CC BY","Published version","https://www.sciencedirect.com/science/article/pii/S0278425422000928","2026-07-16T01:06:16.513+00:00"
"44f6a56a-b598-458e-8e6e-dbd5e14d1b67","11343/318272","https://hdl.handle.net/11343/318272","Going Concern Uncertainty: What Do Firms Disclose?","Bradbury, M; Fargher, N; Potter, B; Taylor, S","Potter, Bradley","Potter, Bradley; 802; 0000-0001-6593-7871","2022-09-01","2022","https://doi.org/10.1111/auar.12379","2022-10-26T22:35:06Z","Journal Article","10.1111/auar.12379","1035-6908","1835-2561","Australian Accounting Review","32","3","294-314","WILEY","Accounting","Business & Economics","Bradbury, M., Fargher, N., Potter, B. & Taylor, S. (2022). Going Concern Uncertainty: What Do Firms Disclose?. Australian Accounting Review, 32 (3), pp.294-314. https://doi.org/10.1111/auar.12379.","CC BY-NC-ND","","","2026-07-13T02:05:38.347+00:00"
"128a64c2-744d-4611-a0db-b9179c32bf40","11343/318220","https://hdl.handle.net/11343/318220","Altruism, social norms, and incentive contract design","Abernethy, MA; Bouwens, J; Hofmann, C; van Lent, L","Abernethy, Margaret","Abernethy, Margaret; 4757; 0000-0002-1244-7593","2023-06-01","2023","https://doi.org/10.1007/s11142-021-09649-x","2022-10-26T22:34:59Z","Journal Article","10.1007/s11142-021-09649-x","1380-6653","1573-7136","Review of accounting studies","28","2","570-614","SPRINGER","Accounting","Business & Economics","Abernethy, M. A., Bouwens, J., Hofmann, C. & van Lent, L. (2023). Altruism, social norms, and incentive contract design. Review of Accounting Studies, 28 (2), pp.570-614. https://doi.org/10.1007/s11142-021-09649-x.","CC BY","","","2026-07-17T18:22:41.563+00:00"
"575941a5-d51c-40c1-b46a-c9671bb3d9a8","11343/307651","https://hdl.handle.net/11343/307651","Shareholder Short-Termism, Corporate Control and Voluntary Disclosure","Jia, X; Menon, R","Jia, Xue","Jia, Xue; 124963; 0000-0002-0843-9259","2023-01-01","2023","https://doi.org/10.1287/mnsc.2022.4357","2022-06-09T02:08:37Z","Journal Article","10.1287/mnsc.2022.4357","0025-1909","1526-5501","Management science","69","1","702-721","INFORMS","Accounting","Business & Economics","Jia, X. & Menon, R. (2023). Shareholder Short-Termism, Corporate Control and Voluntary Disclosure. Management Science, 69 (1), pp.702-721. https://doi.org/10.1287/mnsc.2022.4357.","","","","2026-07-17T22:26:54.440+00:00"
"ea2a013e-c71d-5e38-a423-db59e22b9ffd","11343/294046","https://hdl.handle.net/11343/294046","CEO talent: A dime a dozen, or worth its weight in gold?","Donatiello, NE; Larcker, DF; Tayan, B","Larcker, David","Larcker, David; 124665","2018-06-01","2018","https://doi.org/10.1111/eufm.12158","2021-11-30T23:18:53Z","Journal Article","10.1111/eufm.12158","1354-7798","1468-036X","European Financial Management","24","3","301-308","Wiley","Accounting","Business and Economics","Donatiello, N. E., Larcker, D. F. & Tayan, B. (2018). CEO talent: A dime a dozen, or worth its weight in gold?. European Financial Management, 24 (3), pp.301-308. https://doi.org/10.1111/eufm.12158.","","","","2026-07-22T06:22:00.772+00:00"
"3f3d47d5-a7c4-5e15-b63a-871bf3b2e8a5","11343/293902","https://hdl.handle.net/11343/293902","The effect of inspections, rotations and client preferences on staffing decisions","Moroney, R; Knechel, WR; Dowling, C","DOWLING, CARLIN","DOWLING, CARLIN; 15680","2019-12-01","2019","https://doi.org/10.1111/acfi.12309","2021-11-30T22:55:35Z","Journal Article","10.1111/acfi.12309","0810-5391","1467-629X","Accounting and Finance","59","4","2645-2677","Wiley","Accounting","Business and Economics","Moroney, R., Knechel, W. R. & Dowling, C. (2019). The effect of inspections, rotations and client preferences on staffing decisions. Accounting and Finance, 59 (4), pp.2645-2677. https://doi.org/10.1111/acfi.12309.","","","","2026-07-15T16:47:09.246+00:00"
"a90fd2b1-b5c2-5cda-b260-1f6c6b601d14","11343/293352","https://hdl.handle.net/11343/293352","Linguistic Complexity in Firm Disclosures: Obfuscation or Information?","Bushee, BJ; Gow, ID; Taylor, DJ","Gow, Ian","Gow, Ian; 131996; 0000-0002-6243-8409","2018-03-01","2018","https://doi.org/10.1111/1475-679X.12179","2021-11-29T22:58:29Z","Journal Article","10.1111/1475-679X.12179","0021-8456","1475-679X","Journal of Accounting Research","56","1","85-121","WILEY","Accounting","Business and Economics","Bushee, B. J., Gow, I. D. & Taylor, D. J. (2018). Linguistic Complexity in Firm Disclosures: Obfuscation or Information?. Journal of Accounting Research, 56 (1), pp.85-121. https://doi.org/10.1111/1475-679X.12179.","","","","2026-07-21T15:51:16.536+00:00"
"0ad78b34-32ca-5021-a6e1-841899a6f698","11343/292343","https://hdl.handle.net/11343/292343","Getting to Know You: Trust Formation in New Interfirm Relationships and the Consequences for Investments in Management Control and the Collaboration","Anderson, SW; Chang, HF; Cheng, MM; Phua, YS","Anderson, Shannon","Anderson, Shannon; 15989","2017-06","2017","https://doi.org/10.1111/1911-3846.12282","2021-11-25T22:57:57Z","Journal Article","10.1111/1911-3846.12282","0823-9150","1911-3846","Contemporary Accounting Research","34","2","940-965","Wiley","Accounting","Business and Economics","Anderson, S. W., Chang, H. F., Cheng, M. M. & Phua, Y. S. (2017). Getting to Know You: Trust Formation in New Interfirm Relationships and the Consequences for Investments in Management Control and the Collaboration. Contemporary Accounting Research, 34 (2), pp.940-965. https://doi.org/10.1111/1911-3846.12282.","","","","2026-07-15T06:42:10.590+00:00"
"abcbe036-e668-5097-85d0-9a5095906d51","11343/292260","https://hdl.handle.net/11343/292260","Audit Quality for US-listed Chinese Companies","Dang, CM; Fargher, N; Lee, G","Lee, Gladys","Lee, Gladys; 111269; 0000-0002-6797-0875","2017-07-01","2017","https://doi.org/10.1111/ijau.12085","2021-11-25T22:45:39Z","Journal Article","10.1111/ijau.12085","1090-6738","1099-1123","International Journal of Auditing","21","2","150-163","WILEY","Accounting","Business and Economics","Dang, C. M., Fargher, N. & Lee, G. (2017). Audit Quality for US-listed Chinese Companies. International Journal of Auditing, 21 (2), pp.150-163. https://doi.org/10.1111/ijau.12085.","","","","2026-06-30T04:41:54.302+00:00"
"3dc01916-62ff-5a40-af2e-6101286bdd91","11343/291186","https://hdl.handle.net/11343/291186","Causal Inference in Accounting Research","Gow, ID; Larcker, DF; Reiss, PC","Larcker, David; Gow, Ian","Larcker, David; 124665; Gow, Ian; 131996; 0000-0002-6243-8409","2016-05-01","2016","https://doi.org/10.1111/1475-679X.12116","2021-11-12T00:51:16Z","Journal Article","10.1111/1475-679X.12116","0021-8456","1475-679X","Journal of Accounting Research","54","2","477-523","WILEY","Accounting","Business and Economics","Gow, I. D., Larcker, D. F. & Reiss, P. C. (2016). Causal Inference in Accounting Research. Journal of Accounting Research, 54 (2), pp.477-523. https://doi.org/10.1111/1475-679X.12116.","","","","2026-07-18T05:44:48.289+00:00"
"d1958361-e527-5632-a826-1eed7edcb0b6","11343/286954","https://hdl.handle.net/11343/286954","The effect of trade secrets protection on disclosure of forward‐looking financial information","Li, Y; Li, Y","Li, Yan","Li, Yan; 119144; 0000-0002-7274-2631","2020","2020","https://doi.org/10.1111/jbfa.12418","2021-10-07T01:59:20Z","Journal Article","10.1111/jbfa.12418","0306-686X","1468-5957","Journal of Business Finance & Accounting","47","3-4","397-437","Wiley","Accounting","Business and Economics","Li, Y. & Li, Y. (2020). The effect of trade secrets protection on disclosure of forward‐looking financial information. Journal of Business Finance & Accounting, 47 (3-4), pp.397-437. https://doi.org/10.1111/jbfa.12418.","","","","2026-06-30T11:33:44.146+00:00"
"1eb3b4b8-0996-5ea7-b758-f9447d6658d1","11343/286854","https://hdl.handle.net/11343/286854","Financial Reporting and Credit Ratings: On the Effects of Competition in the Rating Industry and Rating Agencies' Gatekeeper Role","Lee, KK; Schantl, SF","Schantl, Stefan","Schantl, Stefan; 117320; 0000-0002-3777-6756","2019-05-01","2019","https://doi.org/10.1111/1475-679X.12264","2021-10-07T01:34:52Z","Journal Article","10.1111/1475-679X.12264","0021-8456","1475-679X","Journal of Accounting Research","57","2","545-600","Wiley","Accounting","Business and Economics","Lee, K. K. & Schantl, S. F. (2019). Financial Reporting and Credit Ratings: On the Effects of Competition in the Rating Industry and Rating Agencies' Gatekeeper Role. Journal of Accounting Research, 57 (2), pp.545-600. https://doi.org/10.1111/1475-679X.12264.","","","","2026-07-15T07:22:05.540+00:00"
"7e519e8d-3127-573c-af38-d722007f8d41","11343/286842","https://hdl.handle.net/11343/286842","Is Financial Reporting Still Useful? Australian Evidence","Davern, M; Gyles, N; Hanlon, D; Pinnuck, M","Davern, Michael; Gyles, Nikole; Pinnuck, Matthew","Davern, Michael; 4743; 0000-0002-9572-812X; Gyles, Nikole; 128369; 0000-0001-5943-977X; Pinnuck, Matthew; 94; 0000-0002-7743-5796","2019-03-01","2019","https://doi.org/10.1111/abac.12152","2021-10-07T01:33:05Z","Journal Article","10.1111/abac.12152","0001-3072","1467-6281","Abacus","55","1","237-272","Wiley","Accounting","Business and Economics","Davern, M., Gyles, N., Hanlon, D. & Pinnuck, M. (2019). Is Financial Reporting Still Useful? Australian Evidence. Abacus: a journal of accounting, finance and business studies, 55 (1), pp.237-272. https://doi.org/10.1111/abac.12152.","","","","2026-07-07T06:37:57.742+00:00"
"57ab66f2-f34f-56cb-9abb-47517a9fdec4","11343/286835","https://hdl.handle.net/11343/286835","An analysis of environmental corporate social responsibility","Nie, PY; Wang, C; Meng, Y","Meng, Yan","Meng, Yan; 48607; 0000-0003-4033-6310","2019-06-01","2019","https://doi.org/10.1002/mde.3009","2021-10-07T01:31:59Z","Journal Article","10.1002/mde.3009","0143-6570","1099-1468","Managerial and Decision Economics","40","4","384-393","JOHN WILEY & SONS LTD","Accounting","Business and Economics","Nie, P. Y., Wang, C. & Meng, Y. (2019). An analysis of environmental corporate social responsibility. Managerial and Decision Economics, 40 (4), pp.384-393. https://doi.org/10.1002/mde.3009.","","","","2026-07-16T03:40:56.678+00:00"
