researcher_name,researcher_profile_url,title,journal_name,year,doi,issn,article_url,abdc_self_reported,coauthors,author_count,author_count_confidence,publication_type,scimago_sjr,scimago_quartile,source,citation_percentile,raw
Greg Shailer,https://rsa.anu.edu.au/people/greg-shailer,Anti-collusion Enforcement and CEO Equity Incentive: Evidence from Global Leniency Laws,"Journal of Accounting, Auditing & Finance",2025,10.1177/0148558X251331253,0148-558X,https://doi.org/10.1177/0148558X251331253,none,"X. Jiang, L.Y. Lu & D. Wang",3,ok,journal_article,0.965,Q2,ANU RSA/RSFAS profile page,,"Anti-collusion Enforcement and CEO Equity Incentive: Evidence from Global Leniency Laws . Journal of Accounting, Auditing & Finance , Online March 2025. (with X. Jiang, L.Y. Lu & D. Wang)."
Greg Shailer,https://rsa.anu.edu.au/people/greg-shailer,Are Individual Analysts’ Responses to Management Forecasts Conditioned by Managers’ Forecasting Track Records ?,European Accounting Review,2024,10.1080/09638180.2024.2413001,0963-8180,https://doi.org/10.1080/09638180.2024.2413001,none,T. Kala & M. Wilson,2,ok,journal_article,2.272,Q1,ANU RSA/RSFAS profile page,,"Are Individual Analysts’ Responses to Management Forecasts Conditioned by Managers’ Forecasting Track Records ? European Accounting Review, online 2024. OPEN ACCESS .  (with T. Kala & M. Wilson)."
Greg Shailer,https://rsa.anu.edu.au/people/greg-shailer,Sensitivity of Executive Remuneration to Social and Traditional Media Exposure in China,International Journal of Corporate Governance,2024,10.1504/IJCG.2024.138084,1754-3037,https://doi.org/10.1504/IJCG.2024.138084%20=,none,S. Shu,1,ok,journal_article,,,ANU RSA/RSFAS profile page,,"Sensitivity of Executive Remuneration to Social and Traditional Media Exposure in China . International Journal of Corporate Governance , 14(2) 2024: 118-147. Online April 2024. (with S. Shu)."
Greg Shailer,https://rsa.anu.edu.au/people/greg-shailer,Does Corporate Citizenship Improve Financial Reporting Credibility?,European Accounting Review,2023,10.1080/09638180.2021.1950022,0963-8180,https://doi.org/10.1080/09638180.2021.1950022,none,S. Azizan,1,ok,journal_article,2.272,Q1,ANU RSA/RSFAS profile page,,"Does Corporate Citizenship Improve Financial Reporting Credibility? European Accounting Review, 32(1) 2023: 217-238. (with S. Azizan)."
Greg Shailer,https://rsa.anu.edu.au/people/greg-shailer,"University Citizenship, Social Compacts and Conflicting Objectives , Chapter 2 in D.C. Poff (ed.)",Corporate Social Responsibility and University Governance,2022,10.1007/978-3-030-77532-2_2,2520-1654,https://doi.org/10.1007/978-3-030-77532-2_2,none,,1,low - no coauthor text found,journal_article,,,ANU RSA/RSFAS profile page,,"University Citizenship, Social Compacts and Conflicting Objectives , Chapter 2 in D.C. Poff (ed.) Corporate Social Responsibility and University Governance . Advances in Business Ethics Research, vol 8. Springer, Cham. 2022."
Greg Shailer,https://rsa.anu.edu.au/people/greg-shailer,Multiple Performance Criteria for Government-controlled Firms,International Review of Economics & Finance,2022,10.1016/j.iref.2022.01.012,1059-0560,https://doi.org/10.1016/j.iref.2022.01.012,none,K. Wang,1,ok,journal_article,1.485,Q1,ANU RSA/RSFAS profile page,,"Multiple Performance Criteria for Government-controlled Firms . International Review of Economics & Finance, 79 (May) 2022: 75-96. (with K. Wang)."
Greg Shailer,https://rsa.anu.edu.au/people/greg-shailer,Do CSR Disclosures Influence Investment Efficiency in the Emerging Markets of Asia?,International Journal of Managerial Finance,2022,10.1108/IJMF-02-2020-0084,1743-9132,https://doi.org/10.1108/IJMF-02-2020-0084,none,F. Zamir & A. Saeed,2,ok,journal_article,0.635,Q2,ANU RSA/RSFAS profile page,,"Do CSR Disclosures Influence Investment Efficiency in the Emerging Markets of Asia? International Journal of Managerial Finance ,18(1) 2022: 28-48. (with F. Zamir & A. Saeed)."
Greg Shailer,https://rsa.anu.edu.au/people/greg-shailer,The Impact of Audit Committee Expertise on External Auditors' Disclosures of Key Audit Matters,International Journal of Auditing,2022,10.1111/ijau.12256,1090-6738,https://onlinelibrary.wiley.com/share/author/QMVPX3AEJZ3Q2Q74DFJC?target=10.1111/ijau.12256,none,P.F. Zhang,1,ok,journal_article,0.681,Q2,ANU RSA/RSFAS profile page,,"The Impact of Audit Committee Expertise on External Auditors' Disclosures of Key Audit Matters. International Journal of Auditing , 26(2) 2022:151–170. (with P.F. Zhang)"
Greg Shailer,https://rsa.anu.edu.au/people/greg-shailer,Stakeholders’ Perceptions of Factors Affecting the Credibility of Sustainability Reports,The British Accounting Review,2022,10.1016/j.bar.2021.101002,0890-8389,https://doi.org/10.1016/j.bar.2021.101002,none,X. Xiao,1,ok,journal_article,1.705,Q1,ANU RSA/RSFAS profile page,,"Stakeholders’ Perceptions of Factors Affecting the Credibility of Sustainability Reports. The British Accounting Review , 54(1) 2022: 101002. (with X. Xiao)"
Greg Shailer,https://rsa.anu.edu.au/people/greg-shailer,Changes in Audit Effort and Changes in Auditors' Disclosures of Risks of Material Misstatement,The British Accounting Review,2021,10.1016/j.bar.2020.100970,0890-8389,https://doi.org/10.1016/j.bar.2020.100970,none,P.F. Zhang,1,ok,journal_article,1.705,Q1,ANU RSA/RSFAS profile page,,"Changes in Audit Effort and Changes in Auditors' Disclosures of Risks of Material Misstatement. The British Accounting Review , 53(3) 2021: 100970. (with P.F. Zhang)"
Greg Shailer,https://rsa.anu.edu.au/people/greg-shailer,"Ethics in the Independent Audits of Financial Statements , in L. San-Jose, J.L. Retolaza & L. van Liedekrke (eds)",Handbook on Ethics in Finance,2020,10.1007/978-3-030-00001-1_19-1,2213-106X,https://link.springer.com/referenceworkentry/10.1007/978-3-030-00001-1_19-1,none,,1,low - no coauthor text found,journal_article,,,ANU RSA/RSFAS profile page,,"Ethics in the Independent Audits of Financial Statements , in L. San-Jose, J.L. Retolaza & L. van Liedekrke (eds) Handbook on Ethics in Finance . International Handbooks in Business Ethics. Springer, Cham. 2020."
Greg Shailer,https://rsa.anu.edu.au/people/greg-shailer,Audit Firm Tenure and Audit Quality in a Constrained Market,The International Journal of Accounting,2018,10.1016/j.intacc.2018.07.002,0020-7063,https://doi.org/10.1016/j.intacc.2018.07.002,none,M. Azizkhani & R. Daghani,2,ok,journal_article,0.436,Q3,ANU RSA/RSFAS profile page,,"Audit Firm Tenure and Audit Quality in a Constrained Market . The International Journal of Accounting, 53(3) 2018:167-182. (with M. Azizkhani & R. Daghani)."
Greg Shailer,https://rsa.anu.edu.au/people/greg-shailer,Bank Audit Fees and Asset Securitization Risks,Auditing: Journal of Practice & Theory,2018,10.2308/ajpt-51751,0278-0380,https://doi.org/10.2308/ajpt-51751,none,"G. Cullen, D. Gasbarro, G.S. Monroe, & Y. Zhang",4,ok,journal_article,,,ANU RSA/RSFAS profile page,,"Bank Audit Fees and Asset Securitization Risks . Auditing: Journal of Practice & Theory , 37(1) 2018: 21-48. (with G. Cullen, D. Gasbarro, G.S. Monroe, &  Y. Zhang)."
Greg Shailer,https://rsa.anu.edu.au/people/greg-shailer,Does Ownership Identity Matter? A Meta-Analysis of Research on Firm Financial Performance in Relation to Government versus Private Ownership,Abacus,2018,10.1111/abac.12103,0001-3072,https://doi.org/10.1111/abac.12103,none,K. Wang,1,ok,journal_article,0.762,Q2,ANU RSA/RSFAS profile page,,"Does Ownership Identity Matter? A Meta-Analysis of Research on Firm Financial Performance in Relation to Government versus Private Ownership. Abacus, 54(1) 2018: 1-35. (with K. Wang)."
Greg Shailer,https://rsa.anu.edu.au/people/greg-shailer,"Corporate Governance , in D.C. Poff & A.C. Michalos (eds.)",Encyclopedia of Business and Professional Ethics,2018,10.1007/978-3-319-23514-1_155-1,,https://link.springer.com/referenceworkentry/10.1007/978-3-319-23514-1_155-1,none,,1,low - no coauthor text found,journal_article,,,ANU RSA/RSFAS profile page,,"Corporate Governance , in D.C. Poff & A.C. Michalos (eds.), Encyclopedia of Business and Professional Ethics. Springer, Cham. 2018."
Greg Shailer,https://rsa.anu.edu.au/people/greg-shailer,"Agency Theory , in D. C. Poff, A. C. Michalos (eds.)",Encyclopedia of Business and Professional Ethics,2018,10.1007/978-3-319-23514-1_151-1,,https://link.springer.com/referenceworkentry/10.1007/978-3-319-23514-1_151-1,none,,1,low - no coauthor text found,journal_article,,,ANU RSA/RSFAS profile page,,"Agency Theory , in D. C. Poff, A. C. Michalos (eds.), Encyclopedia of Business and Professional Ethics. Springer, Cham. 2018."
Greg Shailer,https://rsa.anu.edu.au/people/greg-shailer,Family Ownership and Financial Performance Relations in Emerging Markets,International Review of Economics & Finance,2017,10.1016/j.iref.2017.05.014,1059-0560,https://doi.org/10.1016/j.iref.2017.05.014,none,K. Wang,1,ok,journal_article,1.485,Q1,ANU RSA/RSFAS profile page,,"Family Ownership and Financial Performance Relations in Emerging Markets , International Review of Economics & Finance , 51 (September) 2017: 82-98. (with K. Wang)."
Greg Shailer,https://rsa.anu.edu.au/people/greg-shailer,Corporate Social Responsibility Disclosure and the Value of Cash Holdings,European Accounting Review,2017,10.1080/09638180.2016.1187074,0963-8180,https://doi.org/10.1080/09638180.2016.1187074,none,L.Y. Lu & Y. Yu,2,ok,journal_article,2.272,Q1,ANU RSA/RSFAS profile page,,"Corporate Social Responsibility Disclosure and the Value of Cash Holdings . European Accounting Review , 26(4) 2017: 729-753. (with L.Y. Lu & Y. Yu)."
Greg Shailer,https://rsa.anu.edu.au/people/greg-shailer,Corporate Political Donations: Influences from Managers’ and Directors’ Networks,Journal of Business Ethics,2016,10.1007/s10551-014-2458-3,0167-4544,http://link.springer.com/article/10.1007/s10551-014-2458-3,none,L.Y. Lu & M. Wilson,2,ok,journal_article,,,ANU RSA/RSFAS profile page,,"Corporate Political Donations: Influences from Managers’ and Directors’ Networks . Journal of Business Ethics , 135(3) 2016: 461-481 (previously online 2014). (with L.Y. Lu & M. Wilson)."
Greg Shailer,https://rsa.anu.edu.au/people/greg-shailer,"Auditing, Assurance Services and Ethics in Australia: An Integrated Approach",,2016,,,http://www.pearson.com.au/products/A-C-Arens-Best-Shailer-Fiedler-Elder-B/Auditing-Assurance-Services-Ethics-in-Australia-with-ACL-Access-Code-Card/9781488609138?R=9781488609138,none,,1,low - no coauthor text found,textbook,,,ANU RSA/RSFAS profile page,,"Auditing, Assurance Services and Ethics in Australia: An Integrated Approach , Pearson Education Australia. 10th Edition, 2016. (A. Arens, P. Best, G. Shailer, S. Chaplin, JR. Elder, M. Beasley)."
Greg Shailer,https://rsa.anu.edu.au/people/greg-shailer,Competition in the Australian Mobile Phone Retail Market: A study of Australian MNOs & MVNOs,,2015,,,https://www.researchgate.net/profile/Greg_Shailer/publication/297734753_The_State_of_Competition_in_the_Australian_Mobile_Resale_Market/links/56e1f62c08ae3328e076b2c9/The-State-of-Competition-in-the-Australian-Mobile-Resale-Market.pdf,none,,1,low - no coauthor text found,industry_report,,,ANU RSA/RSFAS profile page,,"Competition in the Australian Mobile Phone Retail Market: A study of Australian MNOs & MVNOs , Australian Communications Consumer Action Network & The Australian National University, 2015. (A. Richardson & G. Shailer)."
Greg Shailer,https://rsa.anu.edu.au/people/greg-shailer,Information Asymmetry and Dual Distribution,Journal of Business Finance & Accounting,2015,10.1111/jbfa.12161,0306-686X,https://doi.org/10.1111/jbfa.12161,none,M. Wilson,1,ok,journal_article,1.202,Q1,ANU RSA/RSFAS profile page,,"Information Asymmetry and Dual Distribution . Journal of Business Finance & Accounting , 42(9-10) 2015: 1121-1153 (with M. Wilson)."
Greg Shailer,https://rsa.anu.edu.au/people/greg-shailer,Ownership Concentration and Firm Performance in Emerging Markets: A Meta-analysis,Journal of Economic Surveys,2015,10.1111/joes.12048,0950-0804,https://doi.org/10.1111/joes.12048,none,K. Wang,1,ok,journal_article,,,ANU RSA/RSFAS profile page,,Ownership Concentration and Firm Performance in Emerging Markets: A Meta-analysis . Journal of Economic Surveys 28(2) 2015: 1-31. (with K. Wang).
Greg Shailer,https://rsa.anu.edu.au/people/greg-shailer,The Interaction of Post-Acquisition Integration and Acquisition Focus as Determinants of Long-run Performance,International Review of Finance,2014,10.1111/irfi.12040,1369-412X,https://doi.org/10.1111/irfi.12040,none,S. Daniliuc & C. Bilson,2,ok,journal_article,0.636,Q2,ANU RSA/RSFAS profile page,,"The Interaction of Post-Acquisition Integration and Acquisition Focus as Determinants of Long-run Performance . International Review of Finance, 14(4) 2014: 587-612. (with S. Daniliuc & C. Bilson)."
Greg Shailer,https://rsa.anu.edu.au/people/greg-shailer,Socialization Motives for Gifting in Virtual Worlds,Journal of Management Information Systems,2014,10.2753/MIS0742-1222310207,0742-1222,https://doi.org/10.2753/MIS0742-1222310207,none,"S. Goode, M. Wilson & J. Jankowski",3,ok,journal_article,,,ANU RSA/RSFAS profile page,,"Socialization Motives for Gifting in Virtual Worlds . Journal of Management Information Systems , 32(2) 2014: 171-210. (with S. Goode, M. Wilson & J. Jankowski)."
Greg Shailer,https://rsa.anu.edu.au/people/greg-shailer,Government and Managerial Influence on Auditor Switching Under Partial Privatisation,Journal of Accounting & Public Policy,2014,10.1016/j.jaccpubpol.2014.04.004,0278-4254,https://doi.org/10.1016/j.jaccpubpol.2014.04.004,none,M. Bagherpour & G. Monroe,2,ok,journal_article,0.97,Q2,ANU RSA/RSFAS profile page,,Government and Managerial Influence on Auditor Switching Under Partial Privatisation . Journal of Accounting & Public Policy 33(4) 2014: 372-390. (with M. Bagherpour & G. Monroe).
Greg Shailer,https://rsa.anu.edu.au/people/greg-shailer,Review of Post-CLERP 9,Australian,2014,10.1111/auar.12047,1035-6908,https://doi.org/10.1111/auar.12047,none,P. Carey & G. Monroe,2,ok,journal_article,,,ANU RSA/RSFAS profile page,,"Review of Post-CLERP 9 Australian Auditor Independence Research . Australian Accounting Review , 24(4) 2014: 370-380. (with P. Carey & G. Monroe)."
Greg Shailer,https://rsa.anu.edu.au/people/greg-shailer,Auditor Partner Tenure and Cost of Equity Capital,Auditing: A Journal of Practice & Theory,2013,10.2308/ajpt-50308,0278-0380,https://doi.org/10.2308/ajpt-50308,none,"M. Azizkhani, & G.S. Monroe",2,ok,journal_article,,,ANU RSA/RSFAS profile page,,"Auditor Partner Tenure and Cost of Equity Capital . Auditing: A Journal of Practice & Theory 32(1) 2013: 183-202. (with M. Azizkhani,  & G.S. Monroe)."
Madhukar Singh,https://rsa.anu.edu.au/people/madhukar-singh,Do Alma Mater Ties between the Auditor and Audit Committee Affect Audit Quality?,Contemporary Accounting Research,2022,10.1111/1911-3846.12730,0823-9150,https://doi.org/10.1111/1911-3846.12730,none,"Sharma, D. S., Singh, M. K., & Patel, A",3,ok,journal_article,3.686,Q1,ANU RSA/RSFAS profile page,,"Sharma, D. S., Singh, M. K., & Patel, A. (2022). Do Alma Mater Ties between the Auditor and Audit Committee Affect Audit Quality?. Contemporary Accounting Research , 39 (1), 371-403, https://doi.org/10.1111/1911-3846.12730"
Madhukar Singh,https://rsa.anu.edu.au/people/madhukar-singh,The Role of IT Infrastructure in Remote Audits: Evidence from Audits Completed During the Pandemic,Auditing: A Journal of Practice & Theory,2025,10.2308/AJPT-2023-064,0278-0380,https://doi.org/10.2308/AJPT-2023-064,none,"Lin L., Sharma, D. S., Sharma, V. D. & Singh, M. K",4,ok,journal_article,,,ANU RSA/RSFAS profile page,,"Lin L., Sharma, D. S., Sharma, V. D. & Singh, M. K. (2025). The Role of IT Infrastructure in Remote Audits: Evidence from Audits Completed During the Pandemic. Auditing: A Journal of Practice & Theory, https://doi.org/10.2308/AJPT-2023-064"
Sonali Walpola,https://rsa.anu.edu.au/people/sonali-walpola,Justice and the Australian income tax base: taxing capital gains and trusts,Australian Tax Forum,2025,,,,none,,1,low - no coauthor text found,journal_article,,,ANU RSA/RSFAS profile page,,‘Justice and the Australian income tax base: taxing capital gains and trusts’ Australian Tax Forum (2025)—with J Minas; in press.
Sonali Walpola,https://rsa.anu.edu.au/people/sonali-walpola,Certainty in individual residence and the interpretation of tiebreaker rules in tax treaties,Blueprint for Individual Taxation Reform in a Globalized World,2025,,,,none,,1,low - no coauthor text found,journal_article,,,ANU RSA/RSFAS profile page,,"'Certainty in individual residence and the interpretation of tiebreaker rules in tax treaties’ (2025) Blueprint for Individual Taxation Reform in a Globalized World , International Bureau of Fiscal Documentation, Amsterdam—with J Minas, K Stark, S Correia da Silva."
Sonali Walpola,https://rsa.anu.edu.au/people/sonali-walpola,R&D Tax Incentive Reforms and Firm Value: Worldwide Evidence,European Accounting Review,2024,10.1080/09638180.2024.2433231,0963-8180,https://doi.org/10.1080/09638180.2024.2433231,none,,1,low - no coauthor text found,journal_article,2.272,Q1,ANU RSA/RSFAS profile page,,"'R&D Tax Incentive Reforms and Firm Value: Worldwide Evidence’ (Dec 2024) European Accounting Review 1-29—with KT Wang, NZ Zhu, I Ulima. DOI: https://doi.org/10.1080/09638180.2024.2433231"
Sonali Walpola,https://rsa.anu.edu.au/people/sonali-walpola,The potential of section 100A ITAA36 to address tax avoidance using trusts,Australian Tax Forum,2024,,,,none,,1,low - no coauthor text found,journal_article,,,ANU RSA/RSFAS profile page,,‘The potential of section 100A ITAA36 to address tax avoidance using trusts’ (2024) 39(4) Australian Tax Forum 519
Sonali Walpola,https://rsa.anu.edu.au/people/sonali-walpola,Tax Aggressiveness and the Australian Capital Market: Do Analysts Understand the Complexities of Corporate Tax Avoidance?,Australian Tax Forum,2024,,,,none,Yuan (Helen) Ping,1,ok,journal_article,,,ANU RSA/RSFAS profile page,,‘Tax Aggressiveness and the Australian Capital Market: Do Analysts Understand the Complexities of Corporate Tax Avoidance? (2024) 39(3) Australian Tax Forum— with Yuan (Helen) Ping.
Sonali Walpola,https://rsa.anu.edu.au/people/sonali-walpola,"A Critical Examination of the Tax-motivated Use of Discretionary Trusts – Evidence, Identifying Tax Avoidance, and the Efficacy of Legislative Tools",Australian Tax Review,2022,,,,none,,1,low - no coauthor text found,journal_article,,,ANU RSA/RSFAS profile page,,"‘A Critical Examination of the Tax-motivated Use of Discretionary Trusts – Evidence, Identifying Tax Avoidance, and the Efficacy of Legislative Tools’ (2022) 51 Australian Tax Review 153-173."
Sonali Walpola,https://rsa.anu.edu.au/people/sonali-walpola,After the Australia Acts: the High Court's Attitude to Changing the Common Law (1987-2016),Oxford University Commonwealth Law Journal,1987,,,,none,,1,low - no coauthor text found,journal_article,,,ANU RSA/RSFAS profile page,,'After the Australia Acts: the High Court's Attitude to Changing the Common Law (1987-2016)' (2021) 21(1) Oxford University Commonwealth Law Journal 31-72.
Sonali Walpola,https://rsa.anu.edu.au/people/sonali-walpola,The Taxation of Capital Gains in Trusts after Bamford: A critical evaluation of the streaming regime in Subdivision 115-C ITAA97,Australian Tax Forum,2020,,,,none,,1,low - no coauthor text found,journal_article,,,ANU RSA/RSFAS profile page,,'The Taxation of Capital Gains in Trusts after Bamford: A critical evaluation of the streaming regime in Subdivision 115-C ITAA97' (2020) 35(3) Australian Tax Forum 314-350.
Sonali Walpola,https://rsa.anu.edu.au/people/sonali-walpola,The Qualification to the Birthright Doctrine and Beyond: the Judicial Attitude to Adapting the Common Law to Australian Conditions,Australian Law Journal,2020,,,,none,,1,low - no coauthor text found,journal_article,,,ANU RSA/RSFAS profile page,,'The Qualification to the Birthright Doctrine and Beyond: the Judicial Attitude to Adapting the Common Law to Australian Conditions' (2020) 94 Australian Law Journal 294-308.
Sonali Walpola,https://rsa.anu.edu.au/people/sonali-walpola,The Development of the High Court's Willingness to Overrule Common Law Precedent,Federal Law Review,2017,,,,none,,1,low - no coauthor text found,journal_article,,,ANU RSA/RSFAS profile page,,'The Development of the High Court's Willingness to Overrule Common Law Precedent' (2017) 45(2) Federal Law Review 291-312.
Alex Wang,https://rsa.anu.edu.au/people/alex-wang,Effects of Organizational Internal Awards and Performance Measure Diversity on Employee Performance,Advances in Management Accounting,2025,,,,none,"Wang, C., Wu, H. and Chong, V",3,ok,journal_article,,,ANU RSA/RSFAS profile page,,"Effects of Organizational Internal Awards and Performance Measure Diversity on Employee Performance (2025), Advances in Management Accounting (with Wang, C., Wu, H. and Chong, V.) (ABDC - A)"
Alex Wang,https://rsa.anu.edu.au/people/alex-wang,"The Effect of Nonfinancial Performance Measures, Absorptive Capacity, and Organizational Learning on Innovation Performance",Journal of Management Control,2023,,,,none,"Chong, V., Mia, L. and Sands, J",3,ok,journal_article,0.922,Q2,ANU RSA/RSFAS profile page,,"The Effect of Nonfinancial Performance Measures, Absorptive Capacity, and Organizational Learning on Innovation Performance (2023), Journal of Management Control (with Chong, V., Mia, L. and Sands, J.) (ABDC – A)"
Alex Wang,https://rsa.anu.edu.au/people/alex-wang,"Manager Narcissism, Target Difficulty, and Employee Dysfunctional Behavior",Contemporary Accounting Research,2023,,,,none,"Shang, R. and Zu, Y",2,ok,journal_article,3.686,Q1,ANU RSA/RSFAS profile page,,"Manager Narcissism, Target Difficulty, and Employee Dysfunctional Behavior (2023), Contemporary Accounting Research (with Shang, R. and Zu, Y.) (FT Top 50 Journal, ABDC – A*)"
Alex Wang,https://rsa.anu.edu.au/people/alex-wang,Carbon Accounting Tools and Activities: Responding to Multiple Interacting Logics in Carbon Management,"Accounting, Auditing and Accountability Journal",2023,,,,none,"with Tekathen, M. and Bui, B",2,ok,journal_article,1.574,Q1,ANU RSA/RSFAS profile page,,"Carbon Accounting Tools and Activities: Responding to Multiple Interacting Logics in Carbon Management (2023), Accounting, Auditing and Accountability Journal (with with Tekathen, M. and Bui, B.) (ABDC – A*)"
Alex Wang,https://rsa.anu.edu.au/people/alex-wang,"Impact of Interactive and Diagnostic Uses of Performance Measurement Systems on Procedural Fairness Perception, Cooperation, and Performance in Supply Alliances",Accounting and Finance,2022,,,,none,"Mahama, H",1,ok,journal_article,0.814,Q2,ANU RSA/RSFAS profile page,,"Impact of Interactive and Diagnostic Uses of Performance Measurement Systems on Procedural Fairness Perception, Cooperation, and Performance in Supply Alliances (2022), Accounting and Finance . (with Mahama, H.) (ABDC – A)"
Alex Wang,https://rsa.anu.edu.au/people/alex-wang,Risk Management in Local Authorities: A Application of Schatzki's Social Site Ontology,The British Accounting Review,2019,,,,none,"Bui, B. and Cordery, C",2,ok,journal_article,1.705,Q1,ANU RSA/RSFAS profile page,,"Risk Management in Local Authorities: A Application of Schatzki's Social Site Ontology (2019), The British Accounting Review. (with Bui, B. and Cordery, C.) (ABDC – A*)"
Alex Wang,https://rsa.anu.edu.au/people/alex-wang,Strategizing in the Midst of Management Controls: A Longitudinal Case Study on The Relationship between Management Controls and Promises on Strategies,"Accounting and Finance, A Special Issue for Qualitative Accounting Research",2019,,,,none,"Tekathen, M. and Bui, B",2,ok,journal_article,,,ANU RSA/RSFAS profile page,,"Strategizing in the Midst of Management Controls: A Longitudinal Case Study on The Relationship between Management Controls and Promises on Strategies (2019), Accounting and Finance, A Special Issue for Qualitative Accounting Research. (with Tekathen, M. and Bui, B.) (ABDC – A)"
Alex Wang,https://rsa.anu.edu.au/people/alex-wang,"Strategizing in the Midst of Management Controls: A Longitudinal Case Study on The Relationship between Management Controls and Promises on Strategies, Global Management Accounting Research Symposium (GMARS), University of New South Wales, Sydney",Australia,2017,,,,none,,1,low - no coauthor text found,journal_article,,,ANU RSA/RSFAS profile page,,"Strategizing in the Midst of Management Controls: A Longitudinal Case Study on The Relationship between Management Controls and Promises on Strategies, Global Management Accounting Research Symposium (GMARS), University of New South Wales, Sydney, Australia, 2017."
Alex Wang,https://rsa.anu.edu.au/people/alex-wang,"Experimenting with Risks and Management Control Systems in Inter-firm Alliances, Accounting and Finance Association of Australia and New Zealand (AFAANZ), Gold Coast",Australia,2016,,,,none,,1,low - no coauthor text found,journal_article,,,ANU RSA/RSFAS profile page,,"Experimenting with Risks and Management Control Systems in Inter-firm Alliances, Accounting and Finance Association of Australia and New Zealand (AFAANZ), Gold Coast, Australia, 2016."
Alex Wang,https://rsa.anu.edu.au/people/alex-wang,"· Experimenting with Risks and Management Control Systems in Inter-firm Alliances, Global Management Accounting Research Symposium (GMARS), Michigan State University",USA,2016,,,,none,,1,low - no coauthor text found,journal_article,,,ANU RSA/RSFAS profile page,,"·   Experimenting with Risks and Management Control Systems in Inter-firm Alliances, Global Management Accounting Research Symposium (GMARS), Michigan State University, USA, 2016."
Isabel Wang,https://rsa.anu.edu.au/people/isabel-wang,Performance measurement systems design choice: The roles of political connection and social networking on firm performance - Evidence from China,Advances in Accounting Behavioral Research,2023,,,,none,"Chong, V., G. Monroe, I. Z. Wang and F. Zhang",4,ok,journal_article,,,ANU RSA/RSFAS profile page,,"Chong, V., G. Monroe, I. Z. Wang and F. Zhang, 2023, Performance measurement systems design choice: The roles of political connection and social networking on firm performance - Evidence from China, Advances in Accounting Behavioral Research , forthcoming."
Isabel Wang,https://rsa.anu.edu.au/people/isabel-wang,The effect of ethical commitment reminder and reciprocity in the workplace on misreporting,Journal of Business Ethics,2022,,,,none,"Ferdiansah, I., V. Chong, I. Z. Wang and D. Woodliff",4,ok,journal_article,,,ANU RSA/RSFAS profile page,,"Ferdiansah, I., V. Chong, I. Z. Wang and D. Woodliff, 2022, The effect of ethical commitment reminder and reciprocity in the workplace on misreporting, Journal of Business Ethics , forthcoming."
Isabel Wang,https://rsa.anu.edu.au/people/isabel-wang,"The effect of non-financial performance measures, organisational politics and political skill on job performance: Evidence from China",Accounting and Finance,2022,,,,none,"Chong, V., I.Z. Wang, L. Strike, G. Monroe and F. Zhang",5,ok,journal_article,0.814,Q2,ANU RSA/RSFAS profile page,,"Chong, V., I.Z. Wang, L. Strike, G. Monroe and F. Zhang, 2022, The effect of non-financial performance measures, organisational politics and political skill on job performance: Evidence from China, Accounting and Finance , forthcoming."
Isabel Wang,https://rsa.anu.edu.au/people/isabel-wang,"The effect of negotiators’ role, leadership tone and social value orientation on expected transfer prices: Additional evidence",Journal of Management Control,2021,,,,none,"Chong V., C. Loy, I. Z. Wang and D. Woodliff",4,ok,journal_article,0.922,Q2,ANU RSA/RSFAS profile page,,"Chong V., C. Loy, I. Z. Wang and D. Woodliff, 2021, The effect of negotiators’ role, leadership tone and social value orientation on expected transfer prices: Additional evidence, Journal of Management Control , forthcoming."
Isabel Wang,https://rsa.anu.edu.au/people/isabel-wang,External auditors’ reliance on management’s experts: The effects of an early stage conversation and past auditor-client relationship,International Journal of Auditing,2021,,,,none,"Agrawal, P., I. Z. Wang and D. Woodliff",3,ok,journal_article,0.681,Q2,ANU RSA/RSFAS profile page,,"Agrawal, P., I. Z. Wang and D. Woodliff, 2021, External auditors’ reliance on management’s experts: The effects of an early stage conversation and past auditor-client relationship, International Journal of Auditing , Vol 25 (1), pp.166-187."
Isabel Wang,https://rsa.anu.edu.au/people/isabel-wang,Delegation of decision rights and misreporting: The roles of incentive-based compensation schemes and responsibility rationalization,European Accounting Review,2019,,,,none,"Chong, V. and I. Z. Wang",2,ok,journal_article,2.272,Q1,ANU RSA/RSFAS profile page,,"Chong, V. and I. Z. Wang, 2019, Delegation of decision rights and misreporting: The roles of incentive-based compensation schemes and responsibility rationalization, European Accounting Review , Vol 28 (2), pp.275-307."
Isabel Wang,https://rsa.anu.edu.au/people/isabel-wang,The effects of tone at the top and coordination with external auditors on internal auditors’ assessments of the likelihood of financial misstatements,Accounting and Finance,2015,,,,none,"Wang, I. Z. and N. Fargher",2,ok,journal_article,0.814,Q2,ANU RSA/RSFAS profile page,,"Wang, I. Z. and N. Fargher, 2015, The effects of tone at the top and coordination with external auditors on internal auditors’ assessments of the likelihood of financial misstatements, Accounting and Finance , Vol 57 (4), pp.1177-1202."
