researcher_name,researcher_profile_url,university,field_of_research,title,journal_name,year,publication_type,doi,article_url,coauthors,author_count,volume,pages,publisher,citation_percentile,source,citation_top_10_percent,cited_by_count,fwci,issn,openalex_id,author_match_type,openalex_author_id
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Inclusion in Cost Base of Investment Property of Interest Denied Deductibility under a Split Loan Because of Part IVA: Some Follow Up Analysis,Bond Law Review,2005,Journal Articles,10.53300/001c.5473,https://doi.org/10.53300/001c.5473,Dale Boccabella,1,17,,Bond University,0.27604787,OpenAlex,False,0,0.0,1033-4505,W2173038681,name+institution,A5058627756
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,Extinguishment of tax attributes (eg losses) on death under Australia's income tax is anomalous and inequitable,Australian Tax Forum,2013,Journal Articles,,,Dale Boccabella,1,28,439,,0.23561919,OpenAlex,False,0,0.0,,W2342238539,name+institution,A5058627756
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,"Continuity of business tests facilitate the transfer of tax attributes under Australia's income tax: technical issues and policy justification. [This article is based on a thesis submitted by the author as part of the requirements for the award of the Master of Laws (Honours) degree in the Faculty of Law, University of Sydney.]",Australian Tax Forum,1999,Journal Articles,,,Dale Boccabella,1,15,243,,0.31406959,OpenAlex,False,0,0.0,,W2474784235,name+institution,A5058627756
Dale Boccabella,https://www.unsw.edu.au/staff/dale-boccabella,UNSW Sydney,Accounting,ATO’s Determination on CGT Cost Base Inclusion for Interest Expenditure Denied Deductibility under Split Loans because Part IVA is Flawed and Misleading,Revenue Law Journal,2005,Journal Articles,10.53300/001c.6683,https://doi.org/10.53300/001c.6683,Dale Boccabella,1,15,,Bond University,0.0033428,OpenAlex,False,0,0.0,1034-7747,W8909986,name+institution,A5058627756
Elizabeth Carson,https://www.unsw.edu.au/staff/elizabeth-carson,UNSW Sydney,Accounting,Audit Reporting for Going-Concern Uncertainty: A Research Synthesis,Auditing A Journal of Practice & Theory,2012,Journal Articles,10.2308/ajpt-50324,https://doi.org/10.2308/ajpt-50324,Elizabeth Carson; Neil Fargher; Marshall A. Geiger; Clive S. Lennox; K. Raghunandan; Marleen Willekens,6,32,353-384,American Accounting Association,0.99492186,OpenAlex,True,373,27.7317,0278-0380,W3123890019,name+institution,A5102739755
Elizabeth Carson,https://www.unsw.edu.au/staff/elizabeth-carson,UNSW Sydney,Accounting,Note on audit fee premiums to client size and industry specialization,Accounting and Finance,2007,Journal Articles,10.1111/j.1467-629x.2007.00213.x,https://doi.org/10.1111/j.1467-629x.2007.00213.x,Elizabeth Carson; Neil Fargher,2,47,423-446,Wiley,0.96886098,OpenAlex,True,109,7.9125,0810-5391,W2092755937,name+institution,A5102739755
Elizabeth Carson,https://www.unsw.edu.au/staff/elizabeth-carson,UNSW Sydney,Accounting,Audit Reports in Australia during the Global Financial Crisis,Australian Accounting Review,2011,Journal Articles,10.1111/j.1835-2561.2010.00118.x,https://doi.org/10.1111/j.1835-2561.2010.00118.x,Yang Xu; Alicia Jiang; Neil Fargher; Elizabeth Carson,4,21,22-31,Wiley,0.97181971,OpenAlex,True,71,7.3424,1035-6908,W2120533754,name+institution,A5102739755
Linda Chang,https://www.unsw.edu.au/staff/linda-chang,UNSW Sydney,Accounting,Managing intellectual capital in a professional service firm: exploring the creativity–productivity paradox,Management Accounting Research,2003,Journal Articles,10.1016/j.mar.2003.10.004,https://doi.org/10.1016/j.mar.2003.10.004,Linda Chang; Bill Birkett,2,15,7-31,Elsevier BV,0.94871071,OpenAlex,True,111,4.9347,1044-5005,W2171228440,name+institution,A5048806060
Linda Chang,https://www.unsw.edu.au/staff/linda-chang,UNSW Sydney,Accounting,"Business's environmental responsibility in Taiwan ? Moral, legal or negotiated",Journal of Business Ethics,1994,Journal Articles,10.1007/bf00871702,https://doi.org/10.1007/bf00871702,Peihua Sheng; Linda Chang; Warren A. French,3,13,887-897,Springer Science+Business Media,0.8365105,OpenAlex,False,10,1.1723,0167-4544,W2015538040,name+institution,A5048806060
Mandy Cheng,https://www.unsw.edu.au/staff/mandy-cheng,UNSW Sydney,Accounting,Persistence in capital budgeting reinvestment decisions – personal responsibility antecedent and information asymmetry moderator: A note,Accounting and Finance,2002,Journal Articles,10.1111/1467-629x.00004,https://doi.org/10.1111/1467-629x.00004,Axel Schulz; Mandy M. Cheng,2,42,73-86,Wiley,0.84801781,OpenAlex,False,43,1.1286,0810-5391,W3121372918,name+institution,A5017140509
Mandy Cheng,https://www.unsw.edu.au/staff/mandy-cheng,UNSW Sydney,Accounting,Knowledge transfer in project reviews: the effect of self‐justification bias and moral hazard,Accounting and Finance,2008,Journal Articles,10.1111/j.1467-629x.2008.00271.x,https://doi.org/10.1111/j.1467-629x.2008.00271.x,Mandy M. Cheng; Axel Schulz; Peter Booth,3,49,75-93,Wiley,0.83585869,OpenAlex,False,14,0.5972,0810-5391,W1964218522,name+institution,A5017140509
Mandy Cheng,https://www.unsw.edu.au/staff/mandy-cheng,UNSW Sydney,Accounting,Transfer Price Negotiation in the Presence of Unequal Bargaining Power: The Effect of a Peer Evaluation Scheme on Inter‐divisional Profit Distribution,Australian Accounting Review,2009,Journal Articles,10.1111/j.1835-2561.2009.00057.x,https://doi.org/10.1111/j.1835-2561.2009.00057.x,Mandy M. Cheng; Cathy Hsieh,2,19,195-206,Wiley,0.28829615,OpenAlex,False,4,0.0,1035-6908,W2101354365,name+institution,A5017140509
Demi Chung,https://www.unsw.edu.au/staff/demi-chung,UNSW Sydney,Accounting,Explaining House Prices in Australia: 1970–2003*,Economic Record,2005,Journal Articles,10.1111/j.1475-4932.2005.00243.x,https://doi.org/10.1111/j.1475-4932.2005.00243.x,Peter Abelson; Roselyne Joyeux; George Milunovich; Demi Chung,4,81,,Wiley,0.98556408,OpenAlex,True,165,15.5851,0013-0249,W2045110979,name+institution,A5101947041
David Colwell,https://www.unsw.edu.au/staff/david-colwell,UNSW Sydney,Finance,Risk Premium in Electricity Prices: Evidence from the PJM Market,Journal of Futures Markets,2014,Journal Articles,10.1002/fut.21681,https://doi.org/10.1002/fut.21681,Yuewen Xiao; David B. Colwell; Ramaprasad Bhar,3,35,776-793,Wiley,0.78578561,OpenAlex,False,25,1.0399,0270-7314,W1722707844,name+institution,A5069756293
David Colwell,https://www.unsw.edu.au/staff/david-colwell,UNSW Sydney,Finance,Hedging diffusion processes by local risk minimization with applications to index tracking,Journal of Economic Dynamics and Control,2006,Journal Articles,10.1016/j.jedc.2006.06.005,https://doi.org/10.1016/j.jedc.2006.06.005,David B. Colwell; Nadima El‐Hassan; Oh Kang Kwon,3,31,2135-2151,Elsevier BV,0.7811432,OpenAlex,False,15,0.7423,0165-1889,W2008360394,name+institution,A5069756293
Jeff Coulton,https://www.unsw.edu.au/staff/jeff-coulton,UNSW Sydney,Accounting,Is ‘benchmark beating’ by Australian firms evidence of earnings management?,Accounting and Finance,2005,Journal Articles,10.1111/j.1467-629x.2005.00145.x,https://doi.org/10.1111/j.1467-629x.2005.00145.x,Jeff Coulton; Sarah Taylor; Stephen L. Taylor,3,45,553-576,Wiley,0.97700218,OpenAlex,True,73,10.0651,0810-5391,W1974952848,name+institution,A5072346311
Alexander Dickerson,https://www.unsw.edu.au/staff/alexander-dickerson,UNSW Sydney,Finance,The co-pricing factor zoo,Journal of Financial Economics,2026,Journal Articles,10.1016/j.jfineco.2026.104295,https://doi.org/10.1016/j.jfineco.2026.104295,Alexander Dickerson; Christian Julliard; Philippe Mueller,3,182,104295-104295,Elsevier BV,0.99125394,OpenAlex,True,2,19.6078,0304-405X,W7160897586,name+institution,A5056196639
Kingsley Fong,https://www.unsw.edu.au/staff/kingsley-fong,UNSW Sydney,Finance,Do active fund managers care about capital gains tax efficiency?,Pacific-Basin Finance Journal,2008,Journal Articles,10.1016/j.pacfin.2008.04.002,https://doi.org/10.1016/j.pacfin.2008.04.002,Kingsley Y. L. Fong; David R. Gallagher; Sarah S.W. Lau; Peter L. Swan,4,17,257-270,Elsevier BV,0.87104319,OpenAlex,False,14,1.4941,0927-538X,W3123263209,name+institution,A5051409339
Kingsley Fong,https://www.unsw.edu.au/staff/kingsley-fong,UNSW Sydney,Finance,"Stock market closure and intraday stock index futures market volatility: “contagion”, bid–ask bias or both?",Pacific-Basin Finance Journal,2001,Journal Articles,10.1016/s0927-538x(01)00007-5,https://doi.org/10.1016/s0927-538x(01)00007-5,Kingsley Y. L. Fong; Alex Frino,2,9,219-232,Elsevier BV,0.77983896,OpenAlex,False,9,0.738,0927-538X,W1970326751,name+institution,A5051409339
Noel Harding,https://www.unsw.edu.au/staff/noel-harding,UNSW Sydney,Accounting,Improving Assessments of Another Auditor's Competence,Auditing A Journal of Practice & Theory,2009,Journal Articles,10.2308/aud.2009.28.1.53,https://doi.org/10.2308/aud.2009.28.1.53,Noël Harding; Ken T. Trotman,2,28,53-78,American Accounting Association,0.9204533,OpenAlex,True,30,2.5488,0278-0380,W2004326647,name+institution,A5030594245
Noel Harding,https://www.unsw.edu.au/staff/noel-harding,UNSW Sydney,Accounting,The importance in accounting of ambiguity tolerance at the national level,Asian Review of Accounting,2007,Journal Articles,10.1108/13217340710763726,https://doi.org/10.1108/13217340710763726,Noël Harding; Mingchuan Ren,2,15,6-24,Emerald Publishing Limited,0.91397231,OpenAlex,True,20,2.3787,1321-7348,W1608334516,name+institution,A5030594245
Noel Harding,https://www.unsw.edu.au/staff/noel-harding,UNSW Sydney,Accounting,Proposed Merger Between Australian Standard‐Setting Bodies: Summary of a Panel Session,Australian Accounting Review,2024,Journal Articles,10.1111/auar.12442,https://doi.org/10.1111/auar.12442,Michael E. Bradbury; Amir Ghandar; Noël Harding; Bryan Howieson; Stephen L. Taylor,5,34,366-370,Wiley,0.92416962,OpenAlex,True,1,3.1139,1035-6908,W4405923294,name+institution,A5030594245
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,Shareholders and Shareholding: The Case of the Football Company in Late Victorian England,Business History,2004,Journal Articles,10.1080/0007679042000231810,https://doi.org/10.1080/0007679042000231810,Pamela Dixon; Neal Garnham; Andrew B. Jackson,3,46,503-524,Taylor & Francis,0.81647153,OpenAlex,False,20,1.2435,0007-6791,W2058660465,name+institution,A5028361129
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,Towards a “Mutual Understanding of Objectives”? Attitudes of institutional investors and listed companies to corporate governance reform,Corporate Governance An International Review,2001,Journal Articles,10.1111/1467-8683.00247,https://doi.org/10.1111/1467-8683.00247,Andrew B. Jackson,1,9,196-205,Wiley,0.28352397,OpenAlex,False,8,0.0,0964-8410,W2052916928,name+institution,A5028361129
Andrew Jackson,https://www.unsw.edu.au/staff/andrew-jackson,UNSW Sydney,Accounting,Who invested in Victorian football clubs? The case of Newcastle-upon-Tyne,Soccer and Society,2003,Journal Articles,10.1080/14660970512331390733,https://doi.org/10.1080/14660970512331390733,Neal Garnham; Andrew B. Jackson,2,4,57-70,Taylor & Francis,0.17818209,OpenAlex,False,4,0.0,1466-0970,W1976539912,name+institution,A5028361129
Alexandre Jeanneret,https://www.unsw.edu.au/staff/alexandre-jeanneret,UNSW Sydney,Finance,Sovereign defaults by currency denomination,Journal of International Money and Finance,2015,Journal Articles,10.1016/j.jimonfin.2015.03.004,https://doi.org/10.1016/j.jimonfin.2015.03.004,Alexandre Jeanneret; Slim Souissi,2,60,197-222,Elsevier BV,0.91287853,OpenAlex,True,36,2.7349,0261-5606,W3122583162,name+institution,A5010066779
Alexandre Jeanneret,https://www.unsw.edu.au/staff/alexandre-jeanneret,UNSW Sydney,Finance,Convertible debt and shareholder incentives,Journal of Corporate Finance,2013,Journal Articles,10.1016/j.jcorpfin.2013.10.008,https://doi.org/10.1016/j.jcorpfin.2013.10.008,Christian Dorion; Pascal François; Gunnar Grass; Alexandre Jeanneret,4,24,38-56,Elsevier BV,0.97682362,OpenAlex,True,44,9.4604,0929-1199,W3126102331,name+institution,A5010066779
Ann Kayis-Kumar,https://www.unsw.edu.au/staff/ann-kayis-kumar,UNSW Sydney,Accounting,Simulating Tax Minimization Strategies of Multinationals: Evaluating the Effectiveness of Changes in the United Kingdom’s Corporate Interest Deductibility Rules,World Tax Journal,2019,Journal Articles,10.59403/29q37wr,https://doi.org/10.59403/29q37wr,Ann Kayis-Kumar,1,11,,IBFD,0.53823802,OpenAlex,False,1,0.0,1878-4917,W4389987712,name+institution,A5024490826
Ronald Masulis,https://www.unsw.edu.au/staff/ronald-masulis,UNSW Sydney,Finance,Corporate Governance and Acquirer Returns,The Journal of Finance,2007,Journal Articles,10.1111/j.1540-6261.2007.01259.x,https://doi.org/10.1111/j.1540-6261.2007.01259.x,Ronald W. Masulis; Cong Wang; Fei Xie,3,62,1851-1889,Wiley,0.99952721,OpenAlex,True,1863,103.9442,0022-1082,W3124242212,name+institution,A5081687723
Ronald Masulis,https://www.unsw.edu.au/staff/ronald-masulis,UNSW Sydney,Finance,The Choice of Payment Method in European Mergers and Acquisitions,The Journal of Finance,2005,Journal Articles,10.1111/j.1540-6261.2005.00764.x,https://doi.org/10.1111/j.1540-6261.2005.00764.x,Mara Faccio; Ronald W. Masulis,2,60,1345-1388,Wiley,0.99653747,OpenAlex,True,719,41.6044,0022-1082,W3125730084,name+institution,A5081687723
Ronald Masulis,https://www.unsw.edu.au/staff/ronald-masulis,UNSW Sydney,Finance,The Supply of Corporate Directors and Board Independence,Review of Financial Studies,2013,Journal Articles,10.1093/rfs/hht020,https://doi.org/10.1093/rfs/hht020,Anzhela Knyazeva; Diana Knyazeva; Ronald W. Masulis,3,26,1561-1605,Oxford University Press,0.9994847,OpenAlex,True,714,82.333,0893-9454,W3122577803,name+institution,A5081687723
Ronald Masulis,https://www.unsw.edu.au/staff/ronald-masulis,UNSW Sydney,Finance,"Family Business Groups around the World: Financing Advantages, Control Motivations, and Organizational Choices",Review of Financial Studies,2011,Journal Articles,10.1093/rfs/hhr052,https://doi.org/10.1093/rfs/hhr052,Ronald W. Masulis; Peter K. Pham; Jason Zein,3,24,3556-3600,Oxford University Press,0.99784483,OpenAlex,True,502,34.3739,0893-9454,W3123263626,name+institution,A5081687723
Ronald Masulis,https://www.unsw.edu.au/staff/ronald-masulis,UNSW Sydney,Finance,Seasoned equity offerings: Quality of accounting information and expected flotation costs☆,Journal of Financial Economics,2009,Journal Articles,10.1016/j.jfineco.2008.04.010,https://doi.org/10.1016/j.jfineco.2008.04.010,Gemma Lee; Ronald W. Masulis,2,92,443-469,Elsevier BV,0.99667156,OpenAlex,True,244,37.5965,0304-405X,W2005938225,name+institution,A5081687723
Ronald Masulis,https://www.unsw.edu.au/staff/ronald-masulis,UNSW Sydney,Finance,Law Firm Expertise and Merger and Acquisition Outcomes,The Journal of Law and Economics,2013,Journal Articles,10.1086/667361,https://doi.org/10.1086/667361,C. N. V. Krishnan; Ronald W. Masulis,2,56,189-226,University of Chicago Press,0.98441204,OpenAlex,True,101,13.2043,0022-2186,W2014943915,name+institution,A5081687723
Ronald Masulis,https://www.unsw.edu.au/staff/ronald-masulis,UNSW Sydney,Finance,Shareholder litigation in mergers and acquisitions,Journal of Corporate Finance,2012,Journal Articles,10.1016/j.jcorpfin.2012.08.004,https://doi.org/10.1016/j.jcorpfin.2012.08.004,C. N. V. Krishnan; Ronald W. Masulis; Randall S. Thomas; Robert B. Thompson,4,18,1248-1268,Elsevier BV,0.98348011,OpenAlex,True,92,12.4088,0929-1199,W3123535886,name+institution,A5081687723
Ronald Masulis,https://www.unsw.edu.au/staff/ronald-masulis,UNSW Sydney,Finance,Do more reputable financial institutions reduce earnings management by IPO issuers?,Journal of Corporate Finance,2011,Journal Articles,10.1016/j.jcorpfin.2011.04.012,https://doi.org/10.1016/j.jcorpfin.2011.04.012,Gemma Lee; Ronald W. Masulis,2,17,982-1000,Elsevier BV,0.97601753,OpenAlex,True,34,9.9074,0929-1199,W2136848630,name+institution,A5081687723
Ronald Masulis,https://www.unsw.edu.au/staff/ronald-masulis,UNSW Sydney,Finance,Law Firm Expertise and Merger and Acquisition Outcomes,Journal of Law and Economics,2012,Journal Articles,,,C. N. V. Krishnan; Ronald W. Masulis,2,,,,0.93801889,OpenAlex,True,7,3.5862,2963-7937,W3124577571,name+institution,A5081687723
Ronald Masulis,https://www.unsw.edu.au/staff/ronald-masulis,UNSW Sydney,Finance,DISCUSSION,The Journal of Finance,1984,Journal Articles,10.1111/j.1540-6261.1984.tb03679.x,https://doi.org/10.1111/j.1540-6261.1984.tb03679.x,Ronald W. Masulis,1,39,853-855,Wiley,,OpenAlex,,0,,0022-1082,W4248192414,name+institution,A5081687723
Malcolm Miller,https://www.unsw.edu.au/staff/malcolm-miller,UNSW Sydney,Accounting,Goodwill--An Aggregation Issue.,The Accounting Review,1973,Journal Articles,10.2308/tar-4497596,https://doi.org/10.2308/tar-4497596,Malcolm C. Miller,1,48,280-291,American Accounting Association,0.86545854,OpenAlex,False,1,0.0,0001-4826,W7136268800,name+institution,A5022611553
Malcolm Miller,https://www.unsw.edu.au/staff/malcolm-miller,UNSW Sydney,Accounting,AUDITOR LIABILITY AND THE DEVELOPMENT OF A STRATEGIC EVALUATION OF GOING CONCERN,Critical Perspectives on Accounting,1999,Journal Articles,10.1006/cpac.1998.0325,https://doi.org/10.1006/cpac.1998.0325,Malcolm C. Miller,1,10,355-375,Elsevier BV,0.91677715,OpenAlex,True,13,2.2395,1045-2354,W1971154532,name+institution,A5022611553
Malcolm Miller,https://www.unsw.edu.au/staff/malcolm-miller,UNSW Sydney,Accounting,Conceptualising the Liability,Accounting and Business Research,1978,Journal Articles,10.1080/00014788.1978.9728728,https://doi.org/10.1080/00014788.1978.9728728,Ronald C.W.; Malcolm C. Miller,2,8,258-265,Taylor & Francis,0.21583019,OpenAlex,False,6,0.0,0001-4788,W1999558396,name+institution,A5022611553
Malcolm Miller,https://www.unsw.edu.au/staff/malcolm-miller,UNSW Sydney,Accounting,SAC 4 A nd T he C hallenge T o T he M andatory S tatus O f C oncepts S tatements,Australian Accounting Review,1993,Journal Articles,10.1111/j.1835-2561.1993.tb00139.x,https://doi.org/10.1111/j.1835-2561.1993.tb00139.x,Malcolm C. Miller; Janice Loftus,2,3,2-10,Wiley,0.921987,OpenAlex,True,13,2.8909,1035-6908,W2135239972,name+institution,A5022611553
Malcolm Miller,https://www.unsw.edu.au/staff/malcolm-miller,UNSW Sydney,Accounting,T he C redibility O f A ustralian F inancial R eporting : A re T he C o‐regulation A rrangements W orking ?,Australian Accounting Review,1995,Journal Articles,10.1111/j.1835-2561.1995.tb00375.x,https://doi.org/10.1111/j.1835-2561.1995.tb00375.x,Malcolm C. Miller,1,5,3-16,Wiley,0.91366197,OpenAlex,True,10,2.7422,1035-6908,W1981066700,name+institution,A5022611553
Gary Monroe,https://www.unsw.edu.au/staff/gary-monroe,UNSW Sydney,Accounting,The Value of Assurance on Voluntary Nonfinancial Disclosure: An Experimental Evaluation,Auditing A Journal of Practice & Theory,2009,Journal Articles,10.2308/aud.2009.28.1.137,https://doi.org/10.2308/aud.2009.28.1.137,Paul Coram; Gary S. Monroe; David Woodliff,3,28,137-151,American Accounting Association,0.96956383,OpenAlex,True,191,8.4941,0278-0380,W2106825816,name+institution,A5073120799
Gary Monroe,https://www.unsw.edu.au/staff/gary-monroe,UNSW Sydney,Accounting,Accounting and capital market measures of risk: Evidence from Asian banks during 1998–2003,Journal of Banking & Finance,2007,Journal Articles,10.1016/j.jbankfin.2006.06.018,https://doi.org/10.1016/j.jbankfin.2006.06.018,Agusman Agusman; Gary S. Monroe; Dominic Gasbarro; J. Kenton Zumwalt,4,32,480-488,Elsevier BV,0.92533236,OpenAlex,True,115,3.5226,0378-4266,W1979106991,name+institution,A5073120799
Gary Monroe,https://www.unsw.edu.au/staff/gary-monroe,UNSW Sydney,Accounting,Mutual fund trades and the value of contradictory private information,Journal of Banking & Finance,2009,Journal Articles,10.1016/j.jbankfin.2009.08.006,https://doi.org/10.1016/j.jbankfin.2009.08.006,Grant Cullen; Dominic Gasbarro; Gary S. Monroe,3,34,378-387,Elsevier BV,0.88860461,OpenAlex,False,23,2.0021,0378-4266,W2106887267,name+institution,A5073120799
Gary Monroe,https://www.unsw.edu.au/staff/gary-monroe,UNSW Sydney,Accounting,Effect of outsourcing public sector audits on cost‐efficiency,Accounting and Finance,2009,Journal Articles,10.1111/j.1467-629x.2009.00302.x,https://doi.org/10.1111/j.1467-629x.2009.00302.x,Kar‐Ming Chong; Colin Dolley; Keith A. Houghton; Gary S. Monroe,4,49,675-695,Wiley,0.91540496,OpenAlex,True,15,2.1052,0810-5391,W2113052344,name+institution,A5073120799
Gary Monroe,https://www.unsw.edu.au/staff/gary-monroe,UNSW Sydney,Accounting,G reat E xpectations : P ublic P erceptions O f T he A uditor's R ole,Australian Accounting Review,1994,Journal Articles,10.1111/j.1835-2561.1994.tb00157.x,https://doi.org/10.1111/j.1835-2561.1994.tb00157.x,Gary S. Monroe; David Woodliff,2,4,42-53,Wiley,0.8602816,OpenAlex,False,11,1.3709,1035-6908,W2028145552,name+institution,A5073120799
Gary Monroe,https://www.unsw.edu.au/staff/gary-monroe,UNSW Sydney,Accounting,The impact of emotional reaction and cognitive role of occupational stress on public accountants' performance,Asian Review of Accounting,2004,Journal Articles,10.1108/eb060774,https://doi.org/10.1108/eb060774,Vincent K. Chong; Gary S. Monroe; Geoffrey N. Soutar,3,12,64-78,Emerald Publishing Limited,0.20276878,OpenAlex,False,3,0.0,1321-7348,W2075860057,name+institution,A5073120799
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,Dynamic stock market integration driven by the European Monetary Union: An empirical analysis,Journal of Banking & Finance,2005,Journal Articles,10.1016/j.jbankfin.2004.09.002,https://doi.org/10.1016/j.jbankfin.2004.09.002,Suk‐Joong Kim; Fariborz Moshirian; Eliza Wu,3,29,2475-2502,Elsevier BV,0.99153763,OpenAlex,True,355,18.5716,0378-4266,W3122275744,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,The Demand for Life Insurance in OECD Countries,Journal of Risk & Insurance,2007,Journal Articles,10.1111/j.1539-6975.2007.00228.x,https://doi.org/10.1111/j.1539-6975.2007.00228.x,Donghui Li; Fariborz Moshirian; Pascal Nguyên; Timothy Wee,4,74,637-652,Wiley,0.97753765,OpenAlex,True,274,10.8681,0022-4367,W1964945800,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,When Financial Institutions Are Large Shareholders: The Role of Macro Corporate Governance Environments,The Journal of Finance,2006,Journal Articles,10.1111/j.1540-6261.2006.01009.x,https://doi.org/10.1111/j.1540-6261.2006.01009.x,Donghui Li; Fariborz Moshirian; Peter K. Pham; Jason Zein,4,61,2975-3007,Wiley,0.991361,OpenAlex,True,238,22.2337,0022-1082,W3123468565,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,Evolution of international stock and bond market integration: Influence of the European Monetary Union,Journal of Banking & Finance,2005,Journal Articles,10.1016/j.jbankfin.2005.05.007,https://doi.org/10.1016/j.jbankfin.2005.05.007,Suk‐Joong Kim; Fariborz Moshirian; Eliza Wu,3,30,1507-1534,Elsevier BV,0.97444275,OpenAlex,True,220,7.7273,0378-4266,W3121903252,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,Insurance Development and Economic Growth,The Geneva Papers on Risk and Insurance Issues and Practice,2010,Journal Articles,10.1057/gpp.2010.4,https://doi.org/10.1057/gpp.2010.4,Liyan Han; Donghui Li; Fariborz Moshirian; Yanhui Tian,4,35,183-199,Palgrave Macmillan,0.99257488,OpenAlex,True,187,23.0545,1018-5895,W2016465680,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,"Systemic risk, macroprudential policy frameworks, monitoring financial systems and the evolution of capital adequacy",Journal of Banking & Finance,2012,Journal Articles,10.1016/j.jbankfin.2012.07.023,https://doi.org/10.1016/j.jbankfin.2012.07.023,Bruce Arnold; Claudio Borio; Luci Ellis; Fariborz Moshirian,4,36,3125-3132,Elsevier BV,0.99011866,OpenAlex,True,156,15.5676,0378-4266,W2092931713,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,News media coverage and corporate leverage adjustments,Journal of Banking & Finance,2019,Journal Articles,10.1016/j.jbankfin.2019.105666,https://doi.org/10.1016/j.jbankfin.2019.105666,Tung Lam Dang; Viet Anh Dang; Fariborz Moshirian; Lily Nguyen; Bohui Zhang,5,109,105666-105666,Elsevier BV,0.98159988,OpenAlex,True,93,10.8328,0378-4266,W2787993192,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,What drives investment–cash flow sensitivity around the World? An asset tangibility Perspective,Journal of Banking & Finance,2016,Journal Articles,10.1016/j.jbankfin.2016.12.012,https://doi.org/10.1016/j.jbankfin.2016.12.012,Fariborz Moshirian; Vikram K. Nanda; Alexander A. Vadilyev; Bohui Zhang,4,77,1-17,Elsevier BV,0.98506276,OpenAlex,True,92,13.1279,0378-4266,W3121171446,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,"Systemic risk, governance and global financial stability",Journal of Banking & Finance,2014,Journal Articles,10.1016/j.jbankfin.2014.04.012,https://doi.org/10.1016/j.jbankfin.2014.04.012,Luci Ellis; Andy Haldane; Fariborz Moshirian,3,45,175-181,Elsevier BV,0.97733396,OpenAlex,True,81,8.4816,0378-4266,W1992196323,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,The value of stock analysts' recommendations: Evidence from emerging markets,International Review of Financial Analysis,2008,Journal Articles,10.1016/j.irfa.2008.11.001,https://doi.org/10.1016/j.irfa.2008.11.001,Fariborz Moshirian; David Ng; Eliza Wu,3,18,74-83,Elsevier BV,0.92560322,OpenAlex,True,113,3.2605,1057-5219,W2046333855,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,Managerial ownership and firm performance: Evidence from China's privatizations,Research in International Business and Finance,2007,Journal Articles,10.1016/j.ribaf.2007.02.001,https://doi.org/10.1016/j.ribaf.2007.02.001,Donghui Li; Fariborz Moshirian; Pascal Nguyên; Liwen Tan,4,21,396-413,Elsevier BV,0.94556085,OpenAlex,True,99,4.2606,0275-5319,W2058477305,name+institution,A5056638659
Fariborz Moshirian,https://www.unsw.edu.au/staff/fariborz-moshirian,UNSW Sydney,Finance,The determinants and pricing of liquidity commonality around the world,Journal of Financial Markets,2017,Journal Articles,10.1016/j.finmar.2017.02.004,https://doi.org/10.1016/j.finmar.2017.02.004,Fariborz Moshirian; Xiaolin Qian; Claudia Koon Ghee Wee; Bohui Zhang,4,33,22-41,Elsevier BV,0.96691569,OpenAlex,True,70,6.508,1386-4181,W2574055704,name+institution,A5056638659
