Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2025);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
145;21101247623;"Cronica Tributaria";journal;"26957566";"Instituto de Estudios Fiscales";Yes;Yes;0,201;Q4;4;27;81;686;13;63;0,19;25,41;35,71;0;Spain;Western Europe;"Instituto de Estudios Fiscales";"2019-2025";"Economics, Econometrics and Finance (miscellaneous) (Q3); Law (Q3); Accounting (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
146;19900192338;"Accounting History Review";journal;"21552851, 2155286X";"Routledge";No;No;0,199;Q4;29;16;24;1380;15;22;0,44;86,25;21,43;0;United Kingdom;Western Europe;"Routledge";"2011-2025";"History (Q2); Accounting (Q4); Business, Management and Accounting (miscellaneous) (Q4)";"Arts and Humanities; Business, Management and Accounting"
147;19400158801;"Asian Academy of Management Journal of Accounting and Finance";journal;"21804192, 18234992";"Penerbit Universiti Sains Malaysia";Yes;Yes;0,198;Q4;22;20;61;1570;60;55;1,15;78,50;37,74;0;Malaysia;Asiatic Region;"Penerbit Universiti Sains Malaysia";"2006, 2009-2025";"Accounting (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
148;21101329152;"Accounting and Financial Control";journal;"25441450, 25435485";"LLC CPC Business Perspectives";Yes;No;0,193;Q4;2;13;8;583;12;8;1,50;44,85;47,22;0;Ukraine;Eastern Europe;"LLC CPC Business Perspectives";"2024-2026";"Economics, Econometrics and Finance (miscellaneous) (Q3); Law (Q3); Accounting (Q4); Business and International Management (Q4); Business, Management and Accounting (miscellaneous) (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
149;15089;"Finance a Uver - Czech Journal of Economics and Finance";journal;"00151920";"Faculty of Social Sciences, Charles University";Yes;No;0,192;Q4;25;16;49;874;40;48;0,72;54,63;33,33;0;Czech Republic;Eastern Europe;"Faculty of Social Sciences, Charles University";"1996-2025";"Accounting (Q4); Economics and Econometrics (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
150;21101041870;"Management and Accounting Review";journal;"26007975";"";No;No;0,192;Q4;10;57;135;3486;123;135;0,68;61,16;48,00;0;Malaysia;Asiatic Region;"";"2018-2025";"Accounting (Q4); Economics and Econometrics (Q4); Finance (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
151;19900193627;"eJournal of Tax Research";journal;"14482398";"University of New South Wales";No;No;0,190;Q4;15;7;45;631;31;45;0,65;90,14;38,46;0;Australia;Pacific Region;"University of New South Wales";"2011-2025";"Accounting (Q4); Economics and Econometrics (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
152;6800153108;"Jurnal Pengurusan";journal;"01272713";"Penerbit Universiti Kebangsaan Malaysia";No;No;0,186;Q4;22;17;95;1399;80;95;0,69;82,29;48,72;0;Malaysia;Asiatic Region;"Penerbit Universiti Kebangsaan Malaysia";"2006-2025";"Accounting (Q4); Business and International Management (Q4); Business, Management and Accounting (miscellaneous) (Q4)";"Business, Management and Accounting"
153;21101252462;"Review of Business and Economics Studies";journal;"2308944X, 23110279";"Financial University under The Government of Russian Federation";Yes;Yes;0,186;Q4;7;28;79;1236;99;77;1,58;44,14;43,75;0;Russian Federation;Eastern Europe;"Financial University under The Government of Russian Federation";"2020-2025";"Economics, Econometrics and Finance (miscellaneous) (Q3); Accounting (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
154;21100407629;"Revista Contabilidade e Financas";journal;"1808057X, 15197077";"Universidade de Sao Paulo. Museu de Zoologia";Yes;Yes;0,181;Q4;15;27;144;1073;82;133;0,55;39,74;31,11;0;Brazil;Latin America;"Universidade de Sao Paulo. Museu de Zoologia";"2015-2025";"Accounting (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
155;21101023274;"Finance";journal;"21010145, 07526180";"Presses Universitaires de Grenoble";No;No;0,178;Q4;4;0;20;0;6;19;0,31;0,00;0,00;0;France;Western Europe;"Presses Universitaires de Grenoble";"2019-2024";"Accounting (Q4); Economics and Econometrics (Q4); Finance (Q4); Marketing (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
156;21101089401;"Business Management";journal;"25348396, 08616604";"Dimitar A Tsenov Academy of Economics";No;No;0,177;Q4;5;24;68;773;68;66;0,92;32,21;49,21;0;Bulgaria;Eastern Europe;"Dimitar A Tsenov Academy of Economics";"2022-2025";"Economics, Econometrics and Finance (miscellaneous) (Q3); Accounting (Q4); Business and International Management (Q4); Marketing (Q4); Organizational Behavior and Human Resource Management (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
157;21100198553;"International Journal of Banking, Accounting and Finance";journal;"17553830, 17553849";"Inderscience";No;No;0,175;Q4;14;16;38;1191;24;38;0,79;74,44;23,68;0;Switzerland;Western Europe;"Inderscience";"2008-2025";"Accounting (Q4); Economics and Econometrics (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
158;21100935074;"British Tax Review";journal;"00071870";"Thomson Reuters";No;No;0,174;Q4;5;49;129;1242;31;85;0,28;25,35;40,91;0;United States;Northern America;"Thomson Reuters";"2019-2025";"Law (Q3); Accounting (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
159;21100842860;"Revista Finanzas y Politica Economica";journal;"22486046, 20117663";"Universidad Catolica de Colombia";Yes;Yes;0,173;Q4;10;18;60;888;47;54;0,70;49,33;34,21;0;Colombia;Latin America;"Universidad Catolica de Colombia";"2015-2025";"Accounting (Q4); Economics and Econometrics (Q4); Finance (Q4); Marketing (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
160;17500155131;"Journal of Business Valuation and Economic Loss Analysis";journal;"19329156";"Walter de Gruyter GmbH";No;No;0,168;Q4;10;2;7;53;9;7;0,33;26,50;50,00;0;Germany;Western Europe;"Walter de Gruyter GmbH";"2009-2025";"Accounting (Q4); Business and International Management (Q4); Economics and Econometrics (Q4); Finance (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
161;21101147596;"Zeszyty Teoretyczne Rachunkowosci";journal;"2391677X, 16414381";"Scientific Council of the Accountants Association in Poland";Yes;No;0,159;Q4;7;46;128;1783;94;118;0,68;38,76;64,00;0;Poland;Eastern Europe;"Scientific Council of the Accountants Association in Poland";"2022-2025";"Accounting (Q4); Business, Management and Accounting (miscellaneous) (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
162;19900193215;"Accounting and the Public Interest";journal;"15309320";"American Accounting Association";No;No;0,156;Q4;14;7;14;424;10;14;0,77;60,57;52,63;0;United States;Northern America;"American Accounting Association";"2009-2025";"Accounting (Q4)";"Business, Management and Accounting"
163;21100275828;"Comptabilite Controle Audit";journal;"12622788";"Francophone Association of Accounting";No;No;0,156;Q4;14;0;18;0;9;18;0,40;0,00;0,00;0;France;Western Europe;"Francophone Association of Accounting";"2012-2024";"Accounting (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
164;17500154910;"Afro-Asian Journal of Finance and Accounting";journal;"17516455, 17516447";"Inderscience Enterprises Ltd";No;No;0,155;Q4;17;37;120;2324;76;120;0,67;62,81;36,49;0;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2008-2026";"Accounting (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
165;11600153630;"Innovar";journal;"22486968, 01215051";"Universidad Nacional de Colombia";Yes;Yes;0,150;Q4;20;46;133;3058;91;120;0,61;66,48;49,48;1;Colombia;Latin America;"Universidad Nacional de Colombia";"2008-2026";"Accounting (Q4); Marketing (Q4); Public Administration (Q4); Sociology and Political Science (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Social Sciences"
166;21101313386;"Finance Controle Strategie";journal;"22615512";"OpenEditions Journals";No;No;0,148;Q4;3;6;66;290;19;53;0,16;48,33;37,50;0;France;Western Europe;"OpenEditions Journals";"2021-2025";"Accounting (Q4); Business, Management and Accounting (miscellaneous) (Q4); Strategy and Management (Q4)";"Business, Management and Accounting"
167;21101021921;"Journal of Property Tax Assessment and Administration";journal;"15483606, 13571419";"International Association of Assessing Officers";No;No;0,147;Q4;5;6;23;227;16;23;0,20;37,83;14,29;0;United States;Northern America;"International Association of Assessing Officers";"2019-2025";"Law (Q3); Accounting (Q4); Economics and Econometrics (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
168;21100896203;"Finance India";journal;"09703772";"Indian Institute of Finance";No;No;0,145;Q4;9;49;190;2367;64;190;0,43;48,31;36,67;0;India;Asiatic Region;"Indian Institute of Finance";"2018-2025";"Accounting (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
169;21101393337;"Iranian Journal of Accounting, Auditing and Finance";journal;"27174131, 25886142";"Ferdowsi University of Mashhad";No;No;0,141;Q4;4;40;83;1901;37;83;0,51;47,53;12,20;0;Iran;Middle East;"Ferdowsi University of Mashhad";"2022-2026";"Accounting (Q4); Artificial Intelligence (Q4); Business, Management and Accounting (miscellaneous) (Q4); Finance (Q4); Information Systems and Management (Q4); Organizational Behavior and Human Resource Management (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences; Economics, Econometrics and Finance"
170;21100910935;"Journal of Accounting Review";journal;"10181687";"Journal Of Accounting Review";No;No;0,141;Q4;3;8;25;583;11;25;0,47;72,88;28,57;0;Taiwan;Asiatic Region;"Journal Of Accounting Review";"2018-2026";"Accounting (Q4); Business, Management and Accounting (miscellaneous) (Q4)";"Business, Management and Accounting"
171;21101039609;"Korean Accounting Review";journal;"25087193, 12293288";"Korean Accounting Association";No;No;0,141;Q4;5;39;108;2570;48;108;0,34;65,90;46,03;0;South Korea;Asiatic Region;"Korean Accounting Association";"2019-2025";"Accounting (Q4)";"Business, Management and Accounting"
172;21101091129;"China Biotechnology";journal;"16718135";"";No;No;0,140;Q4;7;79;441;4354;160;440;0,32;55,11;46,33;0;China;Asiatic Region;"";"2019-2025";"Accounting (Q4); Business, Management and Accounting (miscellaneous) (Q4); Development (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
173;21101026989;"International Real Estate Review";journal;"21548919";"Global Social Science Institute";No;No;0,139;Q4;20;11;63;460;22;61;0,24;41,82;33,33;0;United States;Northern America;"Global Social Science Institute";"1998-2025";"Accounting (Q4); Demography (Q4); Economics and Econometrics (Q4); Finance (Q4); Geography, Planning and Development (Q4); Urban Studies (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
174;19900191976;"DLSU Business and Economics Review";journal;"01167111, 2243786X";"De la Salle University";No;No;0,138;Q4;16;19;69;820;35;68;0,36;43,16;43,75;0;Philippines;Asiatic Region;"De la Salle University";"2008-2025";"Accounting (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Marketing (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
175;21100890298;"Journal of the Australasian Tax Teachers Association";journal;"1832911X";"Australasian Tax Teachers' Association";Yes;No;0,134;Q4;6;11;22;562;8;18;0,25;51,09;62,50;0;Australia;Pacific Region;"Australasian Tax Teachers' Association";"2018-2025";"Accounting (Q4); Finance (Q4); Law (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
176;21101303302;"Beta";journal;"15043134";"Scandinavian University Press";No;No;0,133;Q4;2;4;17;288;7;16;0,20;72,00;50,00;0;Norway;Western Europe;"Scandinavian University Press";"2021-2025";"Accounting (Q4); Business, Management and Accounting (miscellaneous) (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
177;21100238636;"ATA Journal of Legal Tax Research";journal;"1543866X";"American Accounting Association";No;No;0,124;Q4;4;8;11;281;6;11;0,57;35,13;26,67;0;United States;Northern America;"American Accounting Association";"2011-2016, 2018-2025";"Accounting (Q4); Finance (Q4); Law (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
178;19500157308;"Zeitschrift fur die gesamte Versicherungswissenschaft";journal;"00442585, 18659748";"Duncker und Humblot GmbH";Yes;Yes;0,123;Q4;13;14;51;579;15;50;0,17;41,36;27,27;0;Germany;Western Europe;"Duncker und Humblot GmbH";"1979-1996, 2005-2006, 2008-2025";"Accounting (Q4); Economics and Econometrics (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
179;21101293926;"Pan-African Journal of Education and Social Sciences";journal;"27890058, 27890066";"Adventist University of Africa";Yes;No;0,122;Q4;2;18;50;888;15;50;0,25;49,33;26,92;0;Kenya;Africa;"Adventist University of Africa";"2021-2025";"Accounting (Q4); Marketing (Q4); Organizational Behavior and Human Resource Management (Q4); Strategy and Management (Q4)";"Business, Management and Accounting"
180;19700174746;"Custos e Agronegocio";journal;"18082882";"Universidade Federal Rural de Pernambuco";Yes;Yes;0,121;Q4;16;0;176;0;50;169;0,27;0,00;0,00;0;Brazil;Latin America;"Universidade Federal Rural de Pernambuco";"2009-2024";"Accounting (Q4); Agronomy and Crop Science (Q4); Business, Management and Accounting (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Business, Management and Accounting"
181;21100967078;"Journal of Australian Taxation";journal;"14400405, 22086773";"Journal of Australian Taxation Pty Ltd";No;No;0,115;Q4;4;0;31;0;6;25;0,06;0,00;0,00;0;Australia;Pacific Region;"Journal of Australian Taxation Pty Ltd";"2019-2020, 2022-2024";"Accounting (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
182;21101068581;"Revista de Contabilidade e Organizacoes";journal;"19826486";"Universidade De Sao Paulo";Yes;Yes;0,114;Q4;5;11;59;410;13;51;0,23;37,27;36,00;0;Brazil;Latin America;"Universidade De Sao Paulo";"2019-2025";"Accounting (Q4); Education (Q4); Management of Technology and Innovation (Q4); Organizational Behavior and Human Resource Management (Q4)";"Business, Management and Accounting; Social Sciences"
183;21101162523;"Rivista Italiana di Ragioneria e di Economia Aziendale";journal;"22815864, 15939154";"Casa Editrice Rirea";No;No;0,113;Q4;4;14;57;1139;6;49;0,05;81,36;51,85;0;Italy;Western Europe;"Casa Editrice Rirea";"2019-2025";"Accounting (Q4); Business, Management and Accounting (miscellaneous) (Q4)";"Business, Management and Accounting"
184;21100862481;"ACRN Journal of Finance and Risk Perspectives";journal;"23057394";"ACRN Oxford Ltd.";Yes;No;0,109;Q4;9;0;10;0;7;10;0,25;0,00;0,00;0;United Kingdom;Western Europe;"ACRN Oxford Ltd.";"2017-2023";"Accounting (Q4); Business and International Management (Q4); Finance (Q4); Statistics, Probability and Uncertainty (Q4)";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance"
185;21101021168;"Accounting, Finance, Sustainability, Governance and Fraud";book series;"25097881, 25097873";"Springer";No;No;0,105;Q4;12;74;275;2827;143;6;0,33;38,20;0,00;0;Singapore;Asiatic Region;"Springer";"2017-2026";"Accounting (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
186;21101136672;"Revista de Gestion Publica";journal;"07191839";"Universidad de Valparaiso";No;No;0,105;Q4;3;4;27;172;4;25;0,12;43,00;36,36;0;Chile;Latin America;"Universidad de Valparaiso";"2019-2025";"Accounting (Q4); Business and International Management (Q4); Business, Management and Accounting (miscellaneous) (Q4); Industrial Relations (Q4); Management Information Systems (Q4); Management of Technology and Innovation (Q4); Marketing (Q4); Organizational Behavior and Human Resource Management (Q4); Strategy and Management (Q4); Tourism, Leisure and Hospitality Management (Q4)";"Business, Management and Accounting"
187;4000152116;"Advances in Accounting Behavioral Research";book series;"14751488";"Emerald Group Publishing Ltd.";No;No;;-;15;13;38;408;20;0;0,44;31,38;0,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2000-2006, 2008-2026";"Accounting; Management Science and Operations Research";"Business, Management and Accounting; Decision Sciences"
188;4000152118;"Advances in Financial Economics";book series;"15693732";"Emerald Group Publishing Ltd.";No;No;;-;16;8;7;235;8;0;0,00;29,38;0,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2001-2005, 2007, 2009, 2011-2015, 2017-2018, 2022, 2025-2026";"Accounting; Economics, Econometrics and Finance (miscellaneous); Finance";"Business, Management and Accounting; Economics, Econometrics and Finance"
189;4100151511;"Advances in Management Accounting";book series;"14747871";"Emerald Group Publishing Ltd.";No;No;;-;20;35;23;1675;28;0;1,22;47,86;43,75;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2003-2008, 2010-2021, 2023-2026";"Accounting; Business, Management and Accounting (miscellaneous)";"Business, Management and Accounting"
190;4000152115;"Advances in Public Interest Accounting";book series;"10417060";"Emerald Group Publishing Ltd.";No;No;;-;13;7;0;0;0;0;0,00;0,00;100,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2001-2002, 2004-2007, 2009-2010, 2013-2017, 2019-2020, 2025-2026";"Accounting; Sociology and Political Science";"Business, Management and Accounting; Social Sciences"
191;21101373420;"China Accounting and Finance Review";journal;"23073055";"Emerald Publishing";Yes;No;;-;2;20;0;1504;0;0;0,00;75,20;40,74;0;United Kingdom;Western Europe;"Emerald Publishing";"2025";"Accounting; Business, Management and Accounting (miscellaneous); Economics, Econometrics and Finance (miscellaneous); Finance";"Business, Management and Accounting; Economics, Econometrics and Finance"
192;21101163371;"Financial and Credit Activity: Problems of Theory and Practice (discontinued)";journal;"23064994, 23108770";"Fintech Aliance LLC";Yes;No;;-;17;171;736;5927;838;736;1,26;34,66;55,95;0;Ukraine;Eastern Europe;"Fintech Aliance LLC";"2022-2025";"Accounting; Business, Management and Accounting (miscellaneous); Economics and Econometrics; Finance";"Business, Management and Accounting; Economics, Econometrics and Finance"
193;21101392302;"Journal of Sustainable Finance and Accounting";journal;"29503701";"Elsevier B.V.";No;No;;-;3;11;0;978;0;0;0,00;88,91;9,52;0;Netherlands;Western Europe;"Elsevier B.V.";"2025";"Accounting; Business, Management and Accounting (miscellaneous); Finance; Renewable Energy, Sustainability and the Environment";"Business, Management and Accounting; Economics, Econometrics and Finance; Energy"
194;21100296641;"Research on Professional Responsibility and Ethics in Accounting";book series;"15740765";"Emerald Group Publishing Ltd.";No;No;;-;12;12;9;127;4;0;0,44;10,58;0,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2007-2008, 2010-2016, 2018-2021, 2024-2026";"Accounting; Psychology (miscellaneous)";"Business, Management and Accounting; Psychology"
195;21100296637;"Studies in Managerial and Financial Accounting";book series;"14793512";"Emerald Group Publishing Ltd.";No;No;;-;15;29;38;1645;108;0;3,18;56,72;40,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2008-2018, 2020, 2022, 2024-2026";"Accounting; Business, Management and Accounting (miscellaneous)";"Business, Management and Accounting"
196;21100818515;"Studies in the Development of Accounting Thought";book series;"14793504";"Emerald Group Publishing Ltd.";No;No;;-;1;1;0;695;0;0;0,00;695,00;0,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2016-2020, 2025-2026";"Accounting";"Business, Management and Accounting"
